customer_name,email,industrytype,purchasedate,month,city,region,country,price_USD,payment_method,referral_source,customer_segment,shoot_day,shoot_time
Daniel White,martinezalexa@example.net,Wedding,2025-05-10,2025-05,North Brittany,North Carolina,United States,1727.1,Bank Transfer,Referral,New Customer,Saturday,19:00
Tracy Mclaughlin,aclark@example.org,Real Estate,2025-05-11,2025-05,Riverashire,Maryland,United States,341.87,Apple Pay,Email Campaign,Returning Customer,Friday,13:30
Briana Alvarez,morrispaula@example.org,Wedding,2025-05-11,2025-05,North Sarah,Texas,United States,1986.11,Credit Card,Email Campaign,New Customer,Saturday,19:00
John Turner,allenphillip@example.com,Wedding,2025-05-11,2025-05,New Lindsay,New York,United States,1659.33,PayPal,Email Campaign,Business Client,Saturday,14:00
Blake Jacobs,stephaniedougherty@example.com,Real Estate,2025-05-05,2025-05,Kellyhaven,Texas,United States,310.03,Credit Card,Referral,Business Client,Friday,11:00
Michael King,grantryan@example.com,Event,2025-05-11,2025-05,Port Samuel,Alberta,Canada,1056.61,PayPal,Email Campaign,Returning Customer,Saturday,12:00
Patricia Reed,jlewis@example.org,Wedding,2025-05-09,2025-05,North Michelle,Arizona,United States,1878.74,Apple Pay,Instagram,New Customer,Saturday,14:00
Isaac Lee,mark54@example.net,Wedding,2025-05-06,2025-05,Brookstown,Virginia,United States,2939.75,Cash,Direct Visit,Returning Customer,Saturday,14:00
Jennifer Forbes,joshua09@example.org,Wedding,2025-05-10,2025-05,New Joshuaview,Ohio,United States,1777.96,Apple Pay,Referral,Returning Customer,Sunday,19:00
John Golden DDS,johnsonanthony@example.net,Portrait,2025-05-11,2025-05,Osbornmouth,Saskatchewan,Canada,374.94,Cash,Google Search,Returning Customer,Monday,18:30
Bonnie Barnes,browndana@example.org,Wedding,2025-05-06,2025-05,Lake Jill,Ontario,Canada,2275.87,PayPal,Facebook,Occasional Buyer,Saturday,11:00
Samuel Rios,cookemily@example.com,Wedding,2025-05-05,2025-05,Connorside,Missouri,United States,2554.91,Apple Pay,Instagram,Business Client,Friday,17:00
Adrian Beck,qmonroe@example.org,Product,2025-05-08,2025-05,New Jennifer,Maryland,United States,500.03,Cash,Facebook,Returning Customer,Monday,14:00
Derek Thompson,hilljames@example.net,Wedding,2025-05-07,2025-05,East Mandyhaven,Ohio,United States,2132.11,Apple Pay,Email Campaign,New Customer,Friday,11:00
Justin Wilson,scarroll@example.org,Real Estate,2025-05-05,2025-05,Thompsontown,Virginia,United States,556.16,Credit Card,Referral,Returning Customer,Thursday,09:30
Brandon Stewart,wangkristina@example.org,Event,2025-05-10,2025-05,Davisland,New York,United States,372.53,Credit Card,Referral,Returning Customer,Friday,15:00
Michael Bender,julierojas@example.com,Event,2025-05-08,2025-05,Stevenbury,California,United States,688.36,PayPal,Direct Visit,Returning Customer,Friday,12:00
Karl Gutierrez,joshuagonzalez@example.com,Portrait,2025-05-05,2025-05,South Janiceburgh,Nova Scotia,Canada,320.9,Cash,Email Campaign,New Customer,Thursday,10:00
Henry Cox,rgallegos@example.org,Event,2025-05-06,2025-05,Heidiview,British Columbia,Canada,794.59,PayPal,Facebook,New Customer,Thursday,19:00
Christine Park,debbie43@example.com,Wedding,2025-05-10,2025-05,Port Brendaberg,Georgia,United States,1848.05,Credit Card,Google Search,New Customer,Saturday,11:00
John Johnson,holmescrystal@example.com,Portrait,2025-05-08,2025-05,Christopherborough,Quebec,Canada,220.65,Apple Pay,Referral,New Customer,Friday,13:00
James Chapman,morrisdaniel@example.com,Wedding,2025-05-07,2025-05,South Brenda,Nova Scotia,Canada,1615.21,PayPal,Referral,Business Client,Saturday,19:00
Steven Lopez,kevin78@example.org,Product,2025-05-08,2025-05,East Robertmouth,British Columbia,Canada,668.13,Apple Pay,Direct Visit,New Customer,Tuesday,14:00
Melissa Simon,qflowers@example.net,Portrait,2025-05-11,2025-05,South Lisamouth,Ohio,United States,252.71,PayPal,Direct Visit,New Customer,Thursday,16:30
Elizabeth Arellano,kathrynsantana@example.net,Event,2025-05-08,2025-05,Carolynfort,Massachusetts,United States,489.69,Cash,Google Search,New Customer,Friday,12:00
Jennifer Johnson,sandratanner@example.net,Real Estate,2025-05-10,2025-05,South Ronaldview,North Carolina,United States,235.15,Apple Pay,Referral,New Customer,Wednesday,09:30
Gary Choi,parkerkatie@example.com,Product,2025-05-05,2025-05,New Karen,Arizona,United States,430.8,Apple Pay,Google Search,Returning Customer,Tuesday,12:00
Charles Andrade,kyle23@example.org,Wedding,2025-05-11,2025-05,Fostermouth,Nova Scotia,Canada,2644.49,Apple Pay,Instagram,Business Client,Sunday,17:00
Justin Rowe,woodsmelvin@example.com,Portrait,2025-05-09,2025-05,Davisbury,Missouri,United States,357.31,Cash,Email Campaign,Occasional Buyer,Thursday,10:00
Sandra Mccarthy,hugheslucas@example.org,Wedding,2025-05-09,2025-05,Halefort,Washington,United States,2986.34,Cash,Email Campaign,Occasional Buyer,Saturday,17:00
Monica Coleman,wferguson@example.com,Wedding,2025-05-08,2025-05,Mejiaport,Georgia,United States,2861.57,Apple Pay,Facebook,New Customer,Saturday,17:00
Jackie Morgan,bishopkaren@example.org,Portrait,2025-05-08,2025-05,East Nicoleburgh,Michigan,United States,303.89,Apple Pay,Email Campaign,New Customer,Wednesday,10:00
Eric Davis,bvaldez@example.org,Wedding,2025-05-09,2025-05,East Vincent,Virginia,United States,1768.18,Cash,Email Campaign,Business Client,Saturday,19:00
Tyler Fisher,raymondholmes@example.org,Wedding,2025-05-11,2025-05,Larryfort,Massachusetts,United States,1587.88,PayPal,Facebook,Business Client,Saturday,17:00
Ashley Huffman,martindavid@example.net,Wedding,2025-05-06,2025-05,Drakestad,Georgia,United States,2803.58,Credit Card,Email Campaign,New Customer,Saturday,14:00
Dr. James Wise,ronald19@example.com,Event,2025-05-10,2025-05,Parkstown,Texas,United States,1074.51,Bank Transfer,Facebook,New Customer,Thursday,19:00
Valerie Rodriguez,tinaschmidt@example.com,Real Estate,2025-05-09,2025-05,Kimberlymouth,Virginia,United States,524.7,Credit Card,Google Search,Returning Customer,Monday,13:30
Jose Mendez,dgraham@example.com,Wedding,2025-05-07,2025-05,East Adamshire,Arizona,United States,1616.18,Bank Transfer,Instagram,New Customer,Saturday,19:00
Stephen Parks,ronald40@example.net,Event,2025-05-11,2025-05,North Mirandamouth,Manitoba,Canada,624.26,Credit Card,Instagram,New Customer,Saturday,15:00
Jeremy Evans,larsonmichael@example.org,Wedding,2025-05-10,2025-05,Guystad,Manitoba,Canada,1725.09,Apple Pay,Direct Visit,Business Client,Saturday,14:00
Beth Thomas,rjordan@example.com,Product,2025-05-10,2025-05,Wrightland,Florida,United States,427.3,PayPal,Direct Visit,Returning Customer,Tuesday,12:00
Stephanie Randolph,uwilliams@example.com,Event,2025-05-09,2025-05,Barkerbury,Wisconsin,United States,793.41,Cash,Email Campaign,Returning Customer,Thursday,19:00
William Miller,roberto02@example.net,Portrait,2025-05-11,2025-05,East Chelseaville,Quebec,Canada,217.3,Bank Transfer,Instagram,New Customer,Wednesday,13:00
Jessica Wilson,ashleycooley@example.net,Event,2025-05-07,2025-05,Jenniferland,Virginia,United States,403.88,Apple Pay,Direct Visit,New Customer,Sunday,15:00
John Hodges,shill@example.org,Portrait,2025-05-07,2025-05,Lake Lauren,Missouri,United States,271.04,PayPal,Referral,Returning Customer,Thursday,13:00
Susan Gregory,adam30@example.com,Event,2025-05-10,2025-05,Walterton,Florida,United States,844.99,Cash,Referral,Returning Customer,Saturday,15:00
Vanessa Flores,jeffreyfletcher@example.org,Wedding,2025-05-11,2025-05,West Joseph,Ontario,Canada,2241.3,PayPal,Google Search,New Customer,Saturday,14:00
Madison Murphy,jalvarez@example.org,Real Estate,2025-05-09,2025-05,New Keithmouth,Arizona,United States,455.69,Credit Card,Email Campaign,New Customer,Monday,09:30
Brittany Dickerson,sclark@example.org,Wedding,2025-05-09,2025-05,Matthewstad,Quebec,Canada,2272.35,Cash,Email Campaign,Returning Customer,Saturday,19:00
Laura Miller,whoffman@example.org,Event,2025-05-11,2025-05,Scottton,Texas,United States,407.13,Credit Card,Email Campaign,Occasional Buyer,Saturday,19:00
Edgar Stewart,njohnson@example.net,Product,2025-05-10,2025-05,Lake Traci,Saskatchewan,Canada,746.4,PayPal,Email Campaign,New Customer,Thursday,12:00
Zachary Johnson,angela73@example.com,Real Estate,2025-05-11,2025-05,New Michael,Maryland,United States,558.17,Apple Pay,Facebook,Returning Customer,Monday,09:30
Anne Robinson,duncangregory@example.org,Portrait,2025-05-06,2025-05,South Catherine,Georgia,United States,230.11,Bank Transfer,Referral,New Customer,Friday,16:30
Jennifer Greene,kaylee15@example.net,Event,2025-05-10,2025-05,Piercestad,Alberta,Canada,1107.57,Bank Transfer,Instagram,Occasional Buyer,Sunday,15:00
John Mckenzie MD,ricardosmith@example.com,Wedding,2025-05-11,2025-05,Perezfurt,Manitoba,Canada,2917.58,Apple Pay,Facebook,New Customer,Friday,19:00
Matthew Mccann,blopez@example.net,Wedding,2025-05-07,2025-05,Douglasville,British Columbia,Canada,1677.83,Apple Pay,Google Search,Occasional Buyer,Saturday,14:00
Angela Duncan,udougherty@example.net,Event,2025-05-07,2025-05,East Chelsea,Missouri,United States,426.9,Apple Pay,Instagram,New Customer,Friday,12:00
Brandon Wood,marnold@example.org,Real Estate,2025-05-07,2025-05,East Ashley,Manitoba,Canada,112.89,PayPal,Referral,New Customer,Friday,11:00
Timothy Morse,david10@example.org,Wedding,2025-05-11,2025-05,Woodbury,British Columbia,Canada,2559.48,Credit Card,Instagram,Occasional Buyer,Saturday,19:00
Rebecca Kaufman DDS,laramary@example.org,Event,2025-05-08,2025-05,Stevensmouth,Florida,United States,404.82,Bank Transfer,Instagram,Returning Customer,Thursday,19:00
Paul Fleming,ecamacho@example.com,Wedding,2025-05-09,2025-05,South Jennifer,Arizona,United States,2445.94,Credit Card,Email Campaign,Business Client,Friday,17:00
Kimberly Baldwin,gonzalesmaria@example.org,Portrait,2025-05-10,2025-05,Port Robertview,Illinois,United States,360.36,Apple Pay,Referral,Business Client,Monday,10:00
Mitchell Hunt,hpatterson@example.org,Wedding,2025-05-09,2025-05,Lisaton,British Columbia,Canada,1793.52,PayPal,Instagram,Returning Customer,Saturday,14:00
Nicole Rodriguez,michaeldouglas@example.org,Wedding,2025-05-10,2025-05,Port Jose,Tennessee,United States,2274.46,Apple Pay,Direct Visit,New Customer,Saturday,19:00
Gary Benson,fnolan@example.org,Wedding,2025-05-07,2025-05,Port Timothy,Alberta,Canada,2127.24,Apple Pay,Email Campaign,Occasional Buyer,Saturday,14:00
Jerry Scott,brooke22@example.net,Product,2025-05-11,2025-05,Matthewmouth,Manitoba,Canada,704.42,Bank Transfer,Direct Visit,New Customer,Thursday,12:00
Michelle Parker,ashleytorres@example.net,Wedding,2025-05-11,2025-05,Anthonystad,Alberta,Canada,1668.55,Bank Transfer,Instagram,Returning Customer,Friday,17:00
Melissa Thomas,michele43@example.org,Wedding,2025-05-08,2025-05,Nunezberg,Tennessee,United States,2197.1,Cash,Direct Visit,New Customer,Saturday,19:00
Deanna Griffith,kwoods@example.com,Wedding,2025-05-09,2025-05,New Kevin,Missouri,United States,1936.4,Bank Transfer,Facebook,Returning Customer,Friday,19:00
James Grimes,hwong@example.com,Portrait,2025-05-09,2025-05,New Melissa,Alberta,Canada,352.26,PayPal,Facebook,Returning Customer,Wednesday,10:00
Travis Peterson,jamie24@example.net,Wedding,2025-05-07,2025-05,South Penny,Wisconsin,United States,2171.45,Apple Pay,Facebook,New Customer,Friday,14:00
Thomas Escobar,judithcox@example.org,Portrait,2025-05-05,2025-05,Lake Jamesfort,British Columbia,Canada,387.57,Apple Pay,Google Search,Returning Customer,Thursday,10:00
Denise Nixon,wallerbrian@example.net,Portrait,2025-05-07,2025-05,Simsmouth,Michigan,United States,240.52,PayPal,Facebook,New Customer,Tuesday,18:30
Melissa Curtis,jeremylove@example.org,Wedding,2025-05-11,2025-05,East Jonathan,Indiana,United States,2600.0,Cash,Referral,New Customer,Saturday,11:00
Colton Rivas,escobardavid@example.com,Wedding,2025-05-10,2025-05,New Josephview,Saskatchewan,Canada,1536.37,Credit Card,Referral,Returning Customer,Saturday,11:00
Karen Garcia,florescynthia@example.org,Wedding,2025-05-07,2025-05,East Jeremyshire,Ontario,Canada,2610.79,Credit Card,Email Campaign,Business Client,Saturday,11:00
Brett Lawrence,aevans@example.net,Event,2025-05-10,2025-05,Wilsonland,Nova Scotia,Canada,436.66,Bank Transfer,Referral,Returning Customer,Sunday,12:00
Jessica Day,qgay@example.com,Wedding,2025-05-07,2025-05,Callahanville,British Columbia,Canada,1911.07,Cash,Google Search,New Customer,Saturday,19:00
John Campbell,joseph83@example.com,Portrait,2025-05-08,2025-05,Travisburgh,Ontario,Canada,219.64,Cash,Email Campaign,New Customer,Friday,13:00
Jeremiah Rowland,tonyflores@example.net,Portrait,2025-05-06,2025-05,Ericahaven,Nova Scotia,Canada,286.65,PayPal,Referral,New Customer,Tuesday,10:00
Jeffrey Torres,rpeterson@example.net,Event,2025-05-08,2025-05,Simpsonburgh,Ohio,United States,878.54,Cash,Direct Visit,New Customer,Thursday,12:00
Cindy Shaw,katie71@example.net,Wedding,2025-05-09,2025-05,East Kimberly,Tennessee,United States,2424.73,Bank Transfer,Referral,New Customer,Friday,14:00
Brittney Moore,kfloyd@example.net,Portrait,2025-05-08,2025-05,Saraborough,North Carolina,United States,187.65,PayPal,Direct Visit,Business Client,Friday,18:30
Miss Rachel Chan,jeremy47@example.com,Portrait,2025-05-10,2025-05,West Sue,Manitoba,Canada,228.25,Apple Pay,Email Campaign,Occasional Buyer,Wednesday,18:30
Sandra Stewart,ronald66@example.org,Wedding,2025-05-10,2025-05,Dustinmouth,Indiana,United States,1657.57,Credit Card,Instagram,New Customer,Saturday,11:00
Robert Proctor,andrew33@example.net,Product,2025-05-11,2025-05,Brownchester,Quebec,Canada,268.2,Apple Pay,Referral,New Customer,Thursday,10:00
Jeffrey Reyes,laurenwilliamson@example.com,Wedding,2025-05-08,2025-05,Kennethstad,Manitoba,Canada,2153.22,Bank Transfer,Direct Visit,Returning Customer,Sunday,17:00
Nathan David,ccrane@example.net,Wedding,2025-05-07,2025-05,Danielbury,Alberta,Canada,2284.88,Cash,Instagram,Occasional Buyer,Saturday,17:00
William Willis,garciadanielle@example.com,Product,2025-05-11,2025-05,Wattsfort,Ontario,Canada,632.08,Bank Transfer,Referral,New Customer,Tuesday,10:00
Chad Brady,tiffany62@example.org,Portrait,2025-05-05,2025-05,Samuelport,Missouri,United States,398.33,Cash,Facebook,New Customer,Tuesday,13:00
David Armstrong,angela40@example.org,Event,2025-05-05,2025-05,Audreyside,Ohio,United States,835.01,Bank Transfer,Facebook,Business Client,Friday,15:00
Heather Mejia,jackmcdonald@example.com,Product,2025-05-08,2025-05,Port Kristimouth,Manitoba,Canada,550.68,Apple Pay,Email Campaign,Returning Customer,Friday,12:00
Paul Johnson,mayronald@example.com,Wedding,2025-05-10,2025-05,Masonview,Illinois,United States,1728.63,Apple Pay,Direct Visit,Returning Customer,Saturday,17:00
Keith Forbes,kristy74@example.net,Portrait,2025-05-11,2025-05,Port Allisonhaven,Quebec,Canada,293.91,PayPal,Google Search,Business Client,Friday,16:30
Valerie Norman,laurenmathis@example.org,Stock Photo License,2025-05-11,2025-05,Cynthialand,Tennessee,United States,29.57,Credit Card,Facebook,New Customer,Tuesday,11:00
Pamela Jordan,steven25@example.org,Stock Photo License,2025-05-11,2025-05,Bishopborough,British Columbia,Canada,31.85,Bank Transfer,Direct Visit,Business Client,Thursday,17:00
Richard Stevenson,zpreston@example.net,Wedding,2025-05-10,2025-05,Lake Barbara,Nova Scotia,Canada,2089.87,Apple Pay,Facebook,Returning Customer,Friday,17:00
Danny Simmons,melissa95@example.net,Product,2025-05-11,2025-05,Adamfurt,Arizona,United States,705.31,Apple Pay,Referral,New Customer,Wednesday,14:00
Laura Gomez,jacobhernandez@example.com,Real Estate,2025-05-10,2025-05,Valdezborough,Quebec,Canada,442.68,Credit Card,Facebook,Business Client,Thursday,13:30
Sarah Chan,stephanie55@example.org,Real Estate,2025-05-09,2025-05,North Anthony,Washington,United States,273.0,Bank Transfer,Instagram,Occasional Buyer,Friday,13:30
Devin Mayer,kelseyjohnson@example.com,Stock Photo License,2025-05-08,2025-05,East Kevin,British Columbia,Canada,34.79,Credit Card,Facebook,Occasional Buyer,Tuesday,11:00
Patrick Singh,cwilliams@example.com,Portrait,2025-05-07,2025-05,Port Stacytown,Ontario,Canada,153.25,Bank Transfer,Facebook,Returning Customer,Wednesday,18:30
Belinda Costa,martinjason@example.com,Stock Photo License,2025-05-11,2025-05,East Kelli,Alberta,Canada,66.17,PayPal,Referral,Business Client,Thursday,17:00
Daniel Davis,timothy81@example.com,Event,2025-05-06,2025-05,Karamouth,Pennsylvania,United States,791.03,PayPal,Google Search,New Customer,Saturday,12:00
Scott Gomez,mary64@example.org,Real Estate,2025-05-10,2025-05,North Normanchester,Missouri,United States,128.02,Bank Transfer,Instagram,Returning Customer,Monday,11:00
Alexis Brandt,brandon32@example.net,Event,2025-05-10,2025-05,Lake Dawnfurt,Maryland,United States,599.4,Bank Transfer,Direct Visit,New Customer,Saturday,19:00
Pamela Brown,michelleguerrero@example.com,Event,2025-05-10,2025-05,East Aprilberg,Indiana,United States,674.74,PayPal,Email Campaign,New Customer,Thursday,12:00
Timothy Sanford,michaelbuckley@example.org,Wedding,2025-05-10,2025-05,Morrowchester,California,United States,1566.76,Bank Transfer,Facebook,Returning Customer,Saturday,19:00
Susan Baker,anthony05@example.org,Wedding,2025-05-11,2025-05,South Jamesfurt,New York,United States,2199.38,Credit Card,Instagram,Business Client,Saturday,19:00
Amber Bennett,ericsmith@example.org,Wedding,2025-05-11,2025-05,Johnsonberg,Virginia,United States,2386.72,Cash,Google Search,Business Client,Friday,11:00
Julie Perry,mtaylor@example.net,Product,2025-05-10,2025-05,South Vanessaville,Michigan,United States,384.67,Credit Card,Referral,Business Client,Tuesday,14:00
Matthew Diaz,woodskaitlyn@example.net,Wedding,2025-05-08,2025-05,West Thomasview,Quebec,Canada,1710.64,PayPal,Facebook,New Customer,Saturday,14:00
Tom Perez,pauljennifer@example.com,Portrait,2025-05-08,2025-05,East Jeffrey,Nova Scotia,Canada,173.1,PayPal,Google Search,Occasional Buyer,Wednesday,16:30
Elizabeth Page,hbarnett@example.net,Event,2025-05-10,2025-05,East Jeremyburgh,Quebec,Canada,440.13,Bank Transfer,Email Campaign,Occasional Buyer,Sunday,15:00
James Thomas,adkinslauren@example.net,Event,2025-05-07,2025-05,Kathleenberg,Massachusetts,United States,968.82,Bank Transfer,Google Search,Occasional Buyer,Friday,15:00
Mark Conley,fernandomorris@example.net,Portrait,2025-05-09,2025-05,Port Jamesburgh,Manitoba,Canada,307.78,Cash,Email Campaign,Returning Customer,Thursday,16:30
Sean Arellano,nhayes@example.com,Wedding,2025-05-10,2025-05,Webbstad,Arizona,United States,2551.93,Cash,Facebook,New Customer,Friday,11:00
Mary Robertson,matthew24@example.com,Product,2025-05-08,2025-05,Amyville,California,United States,312.27,Cash,Direct Visit,New Customer,Tuesday,12:00
Mary Peterson,bryan56@example.net,Event,2025-05-08,2025-05,Ingrammouth,Manitoba,Canada,691.47,Bank Transfer,Referral,Returning Customer,Friday,15:00
Sandra Martinez,david54@example.com,Portrait,2025-05-11,2025-05,New Davidbury,Alberta,Canada,392.69,Bank Transfer,Direct Visit,New Customer,Friday,10:00
Valerie White,donaldbecker@example.org,Wedding,2025-05-11,2025-05,Tranland,Illinois,United States,2268.31,Bank Transfer,Google Search,Occasional Buyer,Friday,14:00
Penny Hart,mcbridemichael@example.org,Portrait,2025-05-11,2025-05,Lake Julie,Massachusetts,United States,341.46,Credit Card,Email Campaign,New Customer,Thursday,18:30
Madison Trevino,meganpotter@example.org,Product,2025-05-06,2025-05,West Erik,Ontario,Canada,380.77,PayPal,Instagram,Returning Customer,Tuesday,10:00
Wayne Morales,asantana@example.com,Real Estate,2025-05-09,2025-05,Garrisonview,Manitoba,Canada,287.13,Cash,Email Campaign,New Customer,Wednesday,09:30
David Peters,jason99@example.org,Portrait,2025-05-09,2025-05,Morrisport,Quebec,Canada,244.07,Bank Transfer,Instagram,New Customer,Tuesday,10:00
Mr. William Bray,petermoore@example.com,Portrait,2025-05-10,2025-05,Port Robertberg,Virginia,United States,220.8,Cash,Email Campaign,Business Client,Thursday,18:30
Andrea Richmond,donald61@example.net,Event,2025-05-10,2025-05,Vargasbury,British Columbia,Canada,499.52,Apple Pay,Google Search,Returning Customer,Friday,15:00
Paige Smith,meyeralexandria@example.net,Real Estate,2025-05-10,2025-05,East Scott,Texas,United States,557.29,PayPal,Facebook,New Customer,Tuesday,11:00
Calvin Paul,whernandez@example.net,Portrait,2025-05-09,2025-05,Hallmouth,Saskatchewan,Canada,313.51,Cash,Google Search,New Customer,Wednesday,16:30
Steven Rodriguez,ksimmons@example.net,Stock Photo License,2025-05-08,2025-05,Nancyton,Nova Scotia,Canada,33.98,Credit Card,Facebook,Returning Customer,Friday,11:00
Ann Dennis,john76@example.com,Wedding,2025-05-11,2025-05,Blakebury,Maryland,United States,2793.7,Apple Pay,Referral,Returning Customer,Saturday,17:00
Morgan Conway,robert45@example.org,Wedding,2025-05-10,2025-05,Lake Danielview,Alberta,Canada,2480.73,Bank Transfer,Email Campaign,Returning Customer,Saturday,11:00
Jon Garza,dalton78@example.net,Event,2025-05-09,2025-05,North Jenniferfort,Nova Scotia,Canada,1022.18,Apple Pay,Facebook,New Customer,Saturday,15:00
Brian Massey,johnstondavid@example.org,Wedding,2025-05-10,2025-05,Obrienfurt,California,United States,2136.1,Bank Transfer,Email Campaign,Returning Customer,Friday,11:00
Michelle Williams,kphelps@example.net,Wedding,2025-05-10,2025-05,Bettychester,British Columbia,Canada,2719.25,Credit Card,Google Search,Business Client,Saturday,11:00
Allison Bradley,mccoymark@example.com,Portrait,2025-05-10,2025-05,South Lisachester,British Columbia,Canada,162.52,Bank Transfer,Google Search,Returning Customer,Wednesday,16:30
Dawn Cardenas,michael34@example.com,Wedding,2025-05-05,2025-05,Phammouth,Virginia,United States,2035.33,Credit Card,Direct Visit,Business Client,Saturday,11:00
Caitlyn Hansen,joy52@example.com,Wedding,2025-05-06,2025-05,West Stephenview,British Columbia,Canada,1626.07,Bank Transfer,Referral,Returning Customer,Friday,19:00
Sara Perez,craig16@example.com,Wedding,2025-05-11,2025-05,West Michaelside,Florida,United States,2738.36,Bank Transfer,Facebook,New Customer,Friday,19:00
Scott Washington,linda52@example.org,Event,2025-05-11,2025-05,Fowlerfurt,New Jersey,United States,951.43,Bank Transfer,Referral,New Customer,Thursday,15:00
Susan Graves,katherine82@example.com,Wedding,2025-05-10,2025-05,Allenborough,Ontario,Canada,2620.15,PayPal,Direct Visit,New Customer,Friday,11:00
Brianna Peterson,randy61@example.net,Portrait,2025-05-11,2025-05,East Clarencefurt,Manitoba,Canada,278.51,Cash,Instagram,Business Client,Tuesday,10:00
Danny Mckenzie,amycontreras@example.com,Portrait,2025-05-10,2025-05,Christinaland,Quebec,Canada,336.72,Bank Transfer,Facebook,New Customer,Wednesday,10:00
Darius Wong,dustinphillips@example.org,Wedding,2025-05-10,2025-05,South Jeffreybury,Ontario,Canada,2673.08,PayPal,Instagram,New Customer,Saturday,19:00
Yvette Lee,melaniecarpenter@example.net,Portrait,2025-05-08,2025-05,Masseychester,Saskatchewan,Canada,165.93,Apple Pay,Facebook,Returning Customer,Friday,18:30
Deborah Wood,lukekelly@example.net,Portrait,2025-05-08,2025-05,Francisstad,Quebec,Canada,289.41,Cash,Email Campaign,New Customer,Wednesday,16:30
Mrs. Kimberly Anderson,gnichols@example.net,Portrait,2025-05-08,2025-05,West Michelle,Tennessee,United States,192.5,Apple Pay,Facebook,New Customer,Thursday,10:00
Vanessa Nicholson,stevenandrews@example.org,Event,2025-05-08,2025-05,Lake Michael,Ontario,Canada,776.63,PayPal,Direct Visit,Returning Customer,Saturday,15:00
Amy Forbes,castroangelica@example.org,Event,2025-05-09,2025-05,Montgomeryfort,Quebec,Canada,808.4,Cash,Direct Visit,New Customer,Thursday,15:00
Hector Blevins,ashley09@example.com,Event,2025-05-06,2025-05,Thomasberg,Maryland,United States,1064.7,Bank Transfer,Instagram,Business Client,Friday,12:00
Mrs. Jodi Ryan,mark98@example.com,Real Estate,2025-05-11,2025-05,Padillaberg,Nova Scotia,Canada,592.19,PayPal,Referral,Occasional Buyer,Friday,11:00
Emily Smith,josephmichael@example.org,Wedding,2025-05-10,2025-05,Port Amber,Quebec,Canada,2655.75,Cash,Referral,Business Client,Saturday,17:00
Morgan Wright,maryjohnson@example.com,Wedding,2025-05-06,2025-05,New Brycechester,Ontario,Canada,2886.83,Apple Pay,Facebook,Business Client,Friday,19:00
Tiffany Hughes,ejames@example.org,Event,2025-05-06,2025-05,West Christopherfurt,Quebec,Canada,915.02,Credit Card,Direct Visit,New Customer,Sunday,15:00
Michael Koch,qdavis@example.com,Event,2025-05-06,2025-05,Isaacport,Manitoba,Canada,753.03,PayPal,Instagram,Returning Customer,Sunday,12:00
Angela Hayes,warrenandrew@example.net,Portrait,2025-05-08,2025-05,East Michael,Pennsylvania,United States,172.74,Cash,Facebook,Business Client,Friday,18:30
Aaron Galloway,smithpaul@example.org,Wedding,2025-05-10,2025-05,New Brianstad,Ontario,Canada,2208.25,Credit Card,Instagram,Returning Customer,Saturday,14:00
Marc White,theresadavis@example.net,Portrait,2025-05-09,2025-05,Micheleburgh,Manitoba,Canada,320.92,Credit Card,Direct Visit,Business Client,Tuesday,13:00
Jeremiah Singleton,williamolsen@example.com,Product,2025-05-07,2025-05,New Neil,Arizona,United States,745.33,Apple Pay,Referral,Business Client,Monday,10:00
Rebecca Martinez,savannah15@example.net,Wedding,2025-05-07,2025-05,New Benjaminside,Massachusetts,United States,2125.63,Cash,Email Campaign,New Customer,Friday,11:00
Kathleen Munoz,sharon86@example.com,Real Estate,2025-05-10,2025-05,New April,Saskatchewan,Canada,514.15,Apple Pay,Email Campaign,Returning Customer,Monday,11:00
Charles Horne,zlopez@example.org,Portrait,2025-05-06,2025-05,Lake Angelamouth,Virginia,United States,181.01,Cash,Email Campaign,New Customer,Wednesday,10:00
Susan Zimmerman,abbottchristopher@example.net,Product,2025-05-07,2025-05,Brianfort,Massachusetts,United States,677.33,Cash,Instagram,Business Client,Monday,12:00
Kim Long,justintaylor@example.org,Portrait,2025-05-08,2025-05,Rhondashire,Manitoba,Canada,322.3,Credit Card,Instagram,New Customer,Thursday,16:30
James Henry,jgarcia@example.com,Wedding,2025-05-08,2025-05,Sherylchester,Saskatchewan,Canada,1831.53,PayPal,Direct Visit,Returning Customer,Saturday,17:00
Melissa Rose,lopezchristopher@example.net,Portrait,2025-05-08,2025-05,Torresport,Nova Scotia,Canada,259.97,Cash,Facebook,Returning Customer,Tuesday,13:00
Alfred Rasmussen,ilopez@example.org,Wedding,2025-05-08,2025-05,Lake Lee,Saskatchewan,Canada,1817.49,Apple Pay,Email Campaign,Business Client,Saturday,17:00
Katie Maldonado,lozanocorey@example.org,Portrait,2025-05-11,2025-05,Rodgershaven,Manitoba,Canada,269.24,Bank Transfer,Referral,Business Client,Wednesday,13:00
Kathleen Duncan,williamspatrick@example.net,Portrait,2025-05-09,2025-05,Lake Luke,Ontario,Canada,192.28,Credit Card,Facebook,New Customer,Tuesday,18:30
Suzanne Rivera,valerieserrano@example.com,Wedding,2025-05-10,2025-05,West Adambury,Virginia,United States,1725.13,Cash,Referral,Returning Customer,Friday,11:00
Lisa Scott,tbecker@example.net,Event,2025-05-10,2025-05,Williamsberg,Virginia,United States,310.98,Credit Card,Referral,Returning Customer,Friday,19:00
