customer_name,email,industrytype,purchasedate,month,city,region,country,price_USD,payment_method,referral_source,customer_segment,shoot_day,shoot_time
Tammy Cortez,frankespinoza@example.com,Product,2025-04-12,2025-04,Thomasborough,Nova Scotia,Canada,215.85,PayPal,Direct Visit,Returning Customer,Monday,10:00
Willie Smith,jamesdavis@example.com,Wedding,2025-04-10,2025-04,West Robertberg,Washington,United States,2314.9,Credit Card,Referral,Business Client,Saturday,19:00
Andrea Fields,michaelsmith@example.org,Product,2025-04-06,2025-04,Codymouth,Nova Scotia,Canada,476.13,Credit Card,Facebook,Returning Customer,Monday,10:00
Elizabeth Weber,jvilla@example.net,Real Estate,2025-04-11,2025-04,Justinchester,Ohio,United States,382.72,Apple Pay,Instagram,Returning Customer,Monday,09:30
Daniel White,martinezalexa@example.net,Stock Photo License,2025-04-08,2025-04,North Brittany,Saskatchewan,Canada,31.82,Credit Card,Referral,Returning Customer,Wednesday,17:00
Tracy Mclaughlin,aclark@example.org,Wedding,2025-04-08,2025-04,Riverashire,Georgia,United States,1600.71,PayPal,Google Search,New Customer,Saturday,11:00
Briana Alvarez,morrispaula@example.org,Real Estate,2025-04-06,2025-04,North Sarah,Alberta,Canada,321.91,PayPal,Instagram,Business Client,Monday,11:00
John Turner,allenphillip@example.com,Portrait,2025-04-13,2025-04,New Lindsay,Quebec,Canada,355.42,Credit Card,Instagram,New Customer,Friday,10:00
Blake Jacobs,stephaniedougherty@example.com,Event,2025-04-09,2025-04,Kellyhaven,British Columbia,Canada,516.61,Credit Card,Direct Visit,New Customer,Sunday,15:00
Michael King,grantryan@example.com,Event,2025-04-07,2025-04,Port Samuel,Quebec,Canada,652.07,Credit Card,Facebook,New Customer,Sunday,15:00
Patricia Reed,jlewis@example.org,Event,2025-04-10,2025-04,North Michelle,Ontario,Canada,309.92,Bank Transfer,Instagram,New Customer,Thursday,19:00
Isaac Lee,mark54@example.net,Event,2025-04-08,2025-04,Brookstown,Virginia,United States,549.21,Apple Pay,Referral,Returning Customer,Saturday,19:00
Jennifer Forbes,joshua09@example.org,Wedding,2025-04-11,2025-04,New Joshuaview,Nova Scotia,Canada,1727.1,Bank Transfer,Referral,New Customer,Saturday,14:00
John Golden DDS,johnsonanthony@example.net,Real Estate,2025-04-13,2025-04,Osbornmouth,Maryland,United States,341.87,Apple Pay,Email Campaign,Returning Customer,Friday,13:30
Bonnie Barnes,browndana@example.org,Wedding,2025-04-11,2025-04,Lake Jill,Texas,United States,1986.11,Credit Card,Email Campaign,New Customer,Saturday,19:00
Samuel Rios,cookemily@example.com,Wedding,2025-04-13,2025-04,Connorside,New York,United States,1659.33,PayPal,Email Campaign,Business Client,Saturday,14:00
Adrian Beck,qmonroe@example.org,Real Estate,2025-04-07,2025-04,New Jennifer,Ontario,Canada,310.03,Credit Card,Email Campaign,New Customer,Monday,13:30
Derek Thompson,hilljames@example.net,Real Estate,2025-04-06,2025-04,East Mandyhaven,Massachusetts,United States,403.27,Cash,Instagram,Occasional Buyer,Tuesday,11:00
Justin Wilson,scarroll@example.org,Event,2025-04-10,2025-04,Thompsontown,Quebec,Canada,479.76,PayPal,Email Campaign,New Customer,Sunday,15:00
Brandon Stewart,wangkristina@example.org,Real Estate,2025-04-09,2025-04,Davisland,New York,United States,504.34,PayPal,Google Search,Business Client,Monday,13:30
Michael Bender,julierojas@example.com,Product,2025-04-12,2025-04,Stevenbury,New Jersey,United States,415.74,PayPal,Email Campaign,Business Client,Friday,14:00
Karl Gutierrez,joshuagonzalez@example.com,Product,2025-04-13,2025-04,South Janiceburgh,Manitoba,Canada,585.34,Bank Transfer,Facebook,Returning Customer,Tuesday,10:00
Henry Cox,rgallegos@example.org,Event,2025-04-07,2025-04,Heidiview,Nova Scotia,Canada,424.09,Credit Card,Direct Visit,New Customer,Sunday,15:00
Christine Park,debbie43@example.com,Real Estate,2025-04-07,2025-04,Port Brendaberg,Wisconsin,United States,249.11,Apple Pay,Facebook,New Customer,Thursday,09:30
John Johnson,holmescrystal@example.com,Real Estate,2025-04-10,2025-04,Christopherborough,Ontario,Canada,244.95,PayPal,Facebook,New Customer,Thursday,13:30
James Chapman,morrisdaniel@example.com,Event,2025-04-10,2025-04,South Brenda,Missouri,United States,1067.88,Credit Card,Direct Visit,New Customer,Sunday,19:00
Steven Lopez,kevin78@example.org,Product,2025-04-06,2025-04,East Robertmouth,British Columbia,Canada,357.83,PayPal,Facebook,Business Client,Monday,12:00
Melissa Simon,qflowers@example.net,Wedding,2025-04-11,2025-04,South Lisamouth,Tennessee,United States,1806.35,Credit Card,Direct Visit,Occasional Buyer,Sunday,11:00
Elizabeth Arellano,kathrynsantana@example.net,Event,2025-04-06,2025-04,Carolynfort,Manitoba,Canada,989.02,Apple Pay,Google Search,Business Client,Saturday,12:00
Jennifer Johnson,sandratanner@example.net,Portrait,2025-04-06,2025-04,South Ronaldview,Manitoba,Canada,182.37,PayPal,Email Campaign,New Customer,Monday,10:00
Gary Choi,parkerkatie@example.com,Portrait,2025-04-09,2025-04,New Karen,Ohio,United States,345.39,Apple Pay,Direct Visit,Business Client,Monday,10:00
Charles Andrade,kyle23@example.org,Event,2025-04-13,2025-04,Fostermouth,Saskatchewan,Canada,964.13,PayPal,Referral,Business Client,Thursday,15:00
Justin Rowe,woodsmelvin@example.com,Portrait,2025-04-07,2025-04,Davisbury,Quebec,Canada,178.9,Bank Transfer,Referral,Occasional Buyer,Friday,16:30
Sandra Mccarthy,hugheslucas@example.org,Wedding,2025-04-06,2025-04,Halefort,Georgia,United States,1637.99,Credit Card,Google Search,New Customer,Saturday,11:00
Monica Coleman,wferguson@example.com,Portrait,2025-04-11,2025-04,Mejiaport,Quebec,Canada,220.65,Apple Pay,Referral,New Customer,Wednesday,13:00
Jackie Morgan,bishopkaren@example.org,Wedding,2025-04-10,2025-04,East Nicoleburgh,Saskatchewan,Canada,1615.21,Bank Transfer,Instagram,New Customer,Sunday,14:00
Eric Davis,bvaldez@example.org,Portrait,2025-04-10,2025-04,East Vincent,Saskatchewan,Canada,241.73,Apple Pay,Direct Visit,New Customer,Tuesday,16:30
Tyler Fisher,raymondholmes@example.org,Portrait,2025-04-13,2025-04,Larryfort,Illinois,United States,252.71,Apple Pay,Instagram,New Customer,Wednesday,10:00
Ashley Huffman,martindavid@example.net,Event,2025-04-08,2025-04,Drakestad,Saskatchewan,Canada,410.47,Cash,Google Search,New Customer,Thursday,12:00
Dr. James Wise,ronald19@example.com,Real Estate,2025-04-12,2025-04,Parkstown,North Carolina,United States,235.15,Apple Pay,Referral,New Customer,Wednesday,09:30
Valerie Rodriguez,tinaschmidt@example.com,Product,2025-04-06,2025-04,Kimberlymouth,Quebec,Canada,430.8,Cash,Direct Visit,New Customer,Tuesday,10:00
Jose Mendez,dgraham@example.com,Portrait,2025-04-11,2025-04,East Adamshire,Nova Scotia,Canada,285.39,Apple Pay,Instagram,Business Client,Monday,16:30
Stephen Parks,ronald40@example.net,Portrait,2025-04-12,2025-04,North Mirandamouth,Missouri,United States,357.31,Cash,Email Campaign,Occasional Buyer,Thursday,10:00
Jeremy Evans,larsonmichael@example.org,Wedding,2025-04-13,2025-04,Guystad,Washington,United States,2986.34,Cash,Email Campaign,Occasional Buyer,Saturday,17:00
Beth Thomas,rjordan@example.com,Wedding,2025-04-10,2025-04,Wrightland,Georgia,United States,2861.57,Apple Pay,Facebook,New Customer,Friday,17:00
Stephanie Randolph,uwilliams@example.com,Portrait,2025-04-11,2025-04,Barkerbury,New York,United States,303.89,Bank Transfer,Direct Visit,Returning Customer,Wednesday,16:30
William Miller,roberto02@example.net,Real Estate,2025-04-13,2025-04,East Chelseaville,Ontario,Canada,523.8,Cash,Google Search,Occasional Buyer,Thursday,09:30
Jessica Wilson,ashleycooley@example.net,Portrait,2025-04-09,2025-04,Jenniferland,North Carolina,United States,361.08,Apple Pay,Direct Visit,New Customer,Thursday,10:00
John Hodges,shill@example.org,Wedding,2025-04-10,2025-04,Lake Lauren,Georgia,United States,1769.71,PayPal,Instagram,Business Client,Saturday,19:00
Susan Gregory,adam30@example.com,Event,2025-04-06,2025-04,Walterton,Manitoba,Canada,509.41,Bank Transfer,Google Search,Returning Customer,Friday,19:00
Vanessa Flores,jeffreyfletcher@example.org,Wedding,2025-04-10,2025-04,West Joseph,Manitoba,Canada,2927.56,Credit Card,Direct Visit,New Customer,Sunday,11:00
Madison Murphy,jalvarez@example.org,Wedding,2025-04-07,2025-04,New Keithmouth,New Jersey,United States,2260.41,Apple Pay,Facebook,Business Client,Saturday,14:00
Brittany Dickerson,sclark@example.org,Event,2025-04-12,2025-04,Matthewstad,New Jersey,United States,364.25,Apple Pay,Facebook,New Customer,Saturday,12:00
Laura Miller,whoffman@example.org,Portrait,2025-04-13,2025-04,Scottton,Virginia,United States,312.99,Credit Card,Facebook,Occasional Buyer,Wednesday,10:00
Edgar Stewart,njohnson@example.net,Product,2025-04-09,2025-04,Lake Traci,Quebec,Canada,215.32,Cash,Direct Visit,New Customer,Wednesday,14:00
Zachary Johnson,angela73@example.com,Event,2025-04-07,2025-04,New Michael,Manitoba,Canada,642.98,Credit Card,Direct Visit,Business Client,Thursday,12:00
Anne Robinson,duncangregory@example.org,Event,2025-04-13,2025-04,South Catherine,Maryland,United States,893.28,Bank Transfer,Instagram,New Customer,Saturday,15:00
Jennifer Greene,kaylee15@example.net,Real Estate,2025-04-09,2025-04,Piercestad,Georgia,United States,588.74,Cash,Email Campaign,Occasional Buyer,Thursday,11:00
John Mckenzie MD,ricardosmith@example.com,Portrait,2025-04-07,2025-04,Perezfurt,Massachusetts,United States,169.92,Cash,Instagram,Returning Customer,Wednesday,18:30
Matthew Mccann,blopez@example.net,Real Estate,2025-04-09,2025-04,Douglasville,Wisconsin,United States,162.64,Bank Transfer,Facebook,New Customer,Thursday,13:30
Angela Duncan,udougherty@example.net,Wedding,2025-04-08,2025-04,East Chelsea,Massachusetts,United States,2112.75,Credit Card,Instagram,New Customer,Saturday,14:00
Brandon Wood,marnold@example.org,Wedding,2025-04-13,2025-04,East Ashley,Arizona,United States,2331.87,Credit Card,Email Campaign,New Customer,Friday,14:00
Timothy Morse,david10@example.org,Wedding,2025-04-12,2025-04,Woodbury,Washington,United States,2272.35,Apple Pay,Instagram,Business Client,Sunday,17:00
Rebecca Kaufman DDS,laramary@example.org,Wedding,2025-04-11,2025-04,Stevensmouth,Florida,United States,2846.14,Bank Transfer,Referral,Occasional Buyer,Saturday,11:00
Paul Fleming,ecamacho@example.com,Event,2025-04-12,2025-04,South Jennifer,Pennsylvania,United States,966.63,Apple Pay,Direct Visit,New Customer,Saturday,15:00
Kimberly Baldwin,gonzalesmaria@example.org,Product,2025-04-11,2025-04,Port Robertview,Alberta,Canada,556.13,PayPal,Direct Visit,Business Client,Thursday,12:00
Mitchell Hunt,hpatterson@example.org,Wedding,2025-04-09,2025-04,Lisaton,Maryland,United States,2659.51,Apple Pay,Direct Visit,Returning Customer,Saturday,17:00
Nicole Rodriguez,michaeldouglas@example.org,Real Estate,2025-04-11,2025-04,Port Jose,Illinois,United States,313.34,Credit Card,Email Campaign,Business Client,Thursday,11:00
Gary Benson,fnolan@example.org,Event,2025-04-10,2025-04,Port Timothy,British Columbia,Canada,687.48,PayPal,Google Search,New Customer,Saturday,12:00
Jerry Scott,brooke22@example.net,Portrait,2025-04-08,2025-04,Matthewmouth,Georgia,United States,205.91,Bank Transfer,Instagram,New Customer,Wednesday,16:30
Michelle Parker,ashleytorres@example.net,Event,2025-04-08,2025-04,Anthonystad,Missouri,United States,757.83,Apple Pay,Instagram,New Customer,Thursday,19:00
Melissa Thomas,michele43@example.org,Real Estate,2025-04-09,2025-04,Nunezberg,Saskatchewan,Canada,112.89,Cash,Direct Visit,New Customer,Wednesday,13:30
Deanna Griffith,kwoods@example.com,Portrait,2025-04-07,2025-04,New Kevin,British Columbia,Canada,379.5,Credit Card,Instagram,Occasional Buyer,Thursday,18:30
James Grimes,hwong@example.com,Event,2025-04-11,2025-04,New Melissa,Florida,United States,404.82,Bank Transfer,Instagram,Returning Customer,Thursday,19:00
Travis Peterson,jamie24@example.net,Wedding,2025-04-07,2025-04,South Penny,Arizona,United States,2445.94,Credit Card,Email Campaign,Business Client,Friday,17:00
Thomas Escobar,judithcox@example.org,Portrait,2025-04-06,2025-04,Lake Jamesfort,Maryland,United States,360.36,Cash,Instagram,Returning Customer,Monday,13:00
Denise Nixon,wallerbrian@example.net,Wedding,2025-04-08,2025-04,Simsmouth,Ohio,United States,1727.15,Credit Card,Direct Visit,Business Client,Friday,17:00
Melissa Curtis,jeremylove@example.org,Event,2025-04-07,2025-04,East Jonathan,Pennsylvania,United States,302.88,Credit Card,Referral,Returning Customer,Sunday,19:00
Colton Rivas,escobardavid@example.com,Event,2025-04-09,2025-04,New Josephview,Michigan,United States,867.92,PayPal,Facebook,Returning Customer,Saturday,15:00
Karen Garcia,florescynthia@example.org,Portrait,2025-04-11,2025-04,East Jeremyshire,Ontario,Canada,307.51,PayPal,Google Search,Occasional Buyer,Friday,18:30
Brett Lawrence,aevans@example.net,Product,2025-04-12,2025-04,Wilsonland,Arizona,United States,658.36,Credit Card,Instagram,New Customer,Thursday,12:00
Jessica Day,qgay@example.com,Portrait,2025-04-12,2025-04,Callahanville,Manitoba,Canada,178.38,Cash,Email Campaign,New Customer,Tuesday,18:30
John Campbell,joseph83@example.com,Wedding,2025-04-12,2025-04,Travisburgh,Saskatchewan,Canada,2261.23,Bank Transfer,Referral,New Customer,Saturday,17:00
Jeremiah Rowland,tonyflores@example.net,Portrait,2025-04-06,2025-04,Ericahaven,New Jersey,United States,249.67,Credit Card,Facebook,New Customer,Wednesday,18:30
Jeffrey Torres,rpeterson@example.net,Wedding,2025-04-09,2025-04,Simpsonburgh,Quebec,Canada,2813.43,Apple Pay,Direct Visit,New Customer,Friday,11:00
Cindy Shaw,katie71@example.net,Event,2025-04-07,2025-04,East Kimberly,Texas,United States,1022.17,Apple Pay,Instagram,New Customer,Saturday,15:00
Brittney Moore,kfloyd@example.net,Wedding,2025-04-12,2025-04,Saraborough,Nova Scotia,Canada,1735.49,PayPal,Facebook,New Customer,Friday,14:00
Miss Rachel Chan,jeremy47@example.com,Wedding,2025-04-06,2025-04,West Sue,Indiana,United States,2600.0,Cash,Referral,New Customer,Saturday,11:00
Sandra Stewart,ronald66@example.org,Wedding,2025-04-09,2025-04,Dustinmouth,Saskatchewan,Canada,1536.37,Cash,Instagram,Business Client,Saturday,11:00
Robert Proctor,andrew33@example.net,Product,2025-04-07,2025-04,Brownchester,Ontario,Canada,717.19,Credit Card,Email Campaign,Business Client,Monday,14:00
Jeffrey Reyes,laurenwilliamson@example.com,Event,2025-04-12,2025-04,Kennethstad,Nova Scotia,Canada,436.66,Bank Transfer,Referral,Returning Customer,Friday,19:00
Nathan David,ccrane@example.net,Wedding,2025-04-09,2025-04,Danielbury,British Columbia,Canada,1911.07,Cash,Google Search,New Customer,Saturday,19:00
William Willis,garciadanielle@example.com,Portrait,2025-04-10,2025-04,Wattsfort,Ontario,Canada,219.64,Cash,Email Campaign,New Customer,Friday,13:00
Chad Brady,tiffany62@example.org,Portrait,2025-04-07,2025-04,Samuelport,Washington,United States,286.65,PayPal,Referral,New Customer,Thursday,13:00
David Armstrong,angela40@example.org,Event,2025-04-11,2025-04,Audreyside,New York,United States,878.54,Apple Pay,Instagram,New Customer,Friday,19:00
Heather Mejia,jackmcdonald@example.com,Product,2025-04-07,2025-04,Port Kristimouth,Manitoba,Canada,556.05,Apple Pay,Instagram,New Customer,Tuesday,12:00
Paul Johnson,mayronald@example.com,Portrait,2025-04-11,2025-04,Masonview,Saskatchewan,Canada,252.96,Apple Pay,Direct Visit,New Customer,Tuesday,10:00
Keith Forbes,kristy74@example.net,Wedding,2025-04-13,2025-04,Port Allisonhaven,New Jersey,United States,2535.6,Cash,Email Campaign,New Customer,Saturday,17:00
Valerie Norman,laurenmathis@example.org,Event,2025-04-07,2025-04,Cynthialand,Washington,United States,965.72,PayPal,Google Search,New Customer,Thursday,15:00
Pamela Jordan,steven25@example.org,Event,2025-04-13,2025-04,Bishopborough,Alberta,Canada,449.58,PayPal,Email Campaign,Business Client,Thursday,12:00
Richard Stevenson,zpreston@example.net,Portrait,2025-04-12,2025-04,Lake Barbara,Ontario,Canada,337.25,Cash,Facebook,Business Client,Thursday,10:00
Danny Simmons,melissa95@example.net,Product,2025-04-11,2025-04,Adamfurt,Illinois,United States,362.66,Bank Transfer,Direct Visit,Returning Customer,Friday,12:00
Laura Gomez,jacobhernandez@example.com,Real Estate,2025-04-11,2025-04,Valdezborough,Alberta,Canada,576.0,Cash,Instagram,Occasional Buyer,Friday,13:30
Sarah Chan,stephanie55@example.org,Product,2025-04-08,2025-04,North Anthony,Ontario,Canada,632.08,Bank Transfer,Referral,New Customer,Tuesday,14:00
Devin Mayer,kelseyjohnson@example.com,Portrait,2025-04-06,2025-04,East Kevin,New York,United States,398.33,Apple Pay,Referral,New Customer,Wednesday,13:00
Patrick Singh,cwilliams@example.com,Wedding,2025-04-08,2025-04,Port Stacytown,Saskatchewan,Canada,2203.04,Credit Card,Instagram,New Customer,Saturday,14:00
Belinda Costa,martinjason@example.com,Real Estate,2025-04-10,2025-04,East Kelli,British Columbia,Canada,534.05,Apple Pay,Direct Visit,Returning Customer,Wednesday,13:30
Daniel Davis,timothy81@example.com,Wedding,2025-04-07,2025-04,Karamouth,North Carolina,United States,2388.96,Apple Pay,Google Search,New Customer,Friday,17:00
Scott Gomez,mary64@example.org,Portrait,2025-04-12,2025-04,North Normanchester,Quebec,Canada,311.21,PayPal,Google Search,Business Client,Wednesday,16:30
Alexis Brandt,brandon32@example.net,Stock Photo License,2025-04-08,2025-04,Lake Dawnfurt,Nova Scotia,Canada,29.57,Credit Card,Facebook,New Customer,Tuesday,11:00
Pamela Brown,michelleguerrero@example.com,Stock Photo License,2025-04-13,2025-04,East Aprilberg,British Columbia,Canada,31.85,Bank Transfer,Direct Visit,Business Client,Thursday,17:00
Timothy Sanford,michaelbuckley@example.org,Wedding,2025-04-12,2025-04,Morrowchester,Nova Scotia,Canada,2089.87,Apple Pay,Facebook,Returning Customer,Friday,17:00
Susan Baker,anthony05@example.org,Product,2025-04-08,2025-04,South Jamesfurt,Arizona,United States,705.31,Apple Pay,Referral,New Customer,Wednesday,14:00
Amber Bennett,ericsmith@example.org,Real Estate,2025-04-12,2025-04,Johnsonberg,Virginia,United States,442.68,Cash,Email Campaign,New Customer,Wednesday,09:30
Julie Perry,mtaylor@example.net,Portrait,2025-04-09,2025-04,South Vanessaville,California,United States,304.24,PayPal,Referral,New Customer,Thursday,16:30
Matthew Diaz,woodskaitlyn@example.net,Wedding,2025-04-11,2025-04,West Thomasview,Manitoba,Canada,2379.28,Credit Card,Direct Visit,New Customer,Saturday,17:00
Tom Perez,pauljennifer@example.com,Event,2025-04-12,2025-04,East Jeffrey,British Columbia,Canada,877.51,Credit Card,Direct Visit,Business Client,Thursday,19:00
Elizabeth Page,hbarnett@example.net,Product,2025-04-13,2025-04,East Jeremyburgh,Saskatchewan,Canada,756.54,Apple Pay,Google Search,New Customer,Thursday,10:00
James Thomas,adkinslauren@example.net,Wedding,2025-04-08,2025-04,Kathleenberg,Florida,United States,2841.4,Cash,Google Search,New Customer,Friday,14:00
Mark Conley,fernandomorris@example.net,Event,2025-04-07,2025-04,Port Jamesburgh,New Jersey,United States,356.09,Bank Transfer,Email Campaign,New Customer,Saturday,12:00
Sean Arellano,nhayes@example.com,Stock Photo License,2025-04-11,2025-04,Webbstad,Alberta,Canada,61.11,Credit Card,Google Search,New Customer,Friday,11:00
Mary Robertson,matthew24@example.com,Real Estate,2025-04-10,2025-04,Amyville,Ontario,Canada,173.76,Bank Transfer,Direct Visit,New Customer,Monday,09:30
Mary Peterson,bryan56@example.net,Portrait,2025-04-06,2025-04,Ingrammouth,Ontario,Canada,193.24,Bank Transfer,Referral,Returning Customer,Wednesday,16:30
Sandra Martinez,david54@example.com,Event,2025-04-13,2025-04,New Davidbury,Pennsylvania,United States,809.57,Credit Card,Instagram,New Customer,Thursday,12:00
Valerie White,donaldbecker@example.org,Event,2025-04-08,2025-04,Tranland,Alberta,Canada,318.1,Credit Card,Email Campaign,Occasional Buyer,Thursday,12:00
Penny Hart,mcbridemichael@example.org,Portrait,2025-04-09,2025-04,Lake Julie,Washington,United States,320.22,Bank Transfer,Instagram,New Customer,Tuesday,16:30
Madison Trevino,meganpotter@example.org,Event,2025-04-09,2025-04,West Erik,Michigan,United States,672.58,Bank Transfer,Email Campaign,New Customer,Saturday,12:00
Wayne Morales,asantana@example.com,Wedding,2025-04-11,2025-04,Garrisonview,Texas,United States,2032.73,Apple Pay,Referral,New Customer,Saturday,19:00
David Peters,jason99@example.org,Event,2025-04-12,2025-04,Morrisport,Quebec,Canada,1194.38,Bank Transfer,Email Campaign,Occasional Buyer,Saturday,19:00
Mr. William Bray,petermoore@example.com,Event,2025-04-10,2025-04,Port Robertberg,North Carolina,United States,968.82,PayPal,Referral,New Customer,Thursday,19:00
Andrea Richmond,donald61@example.net,Product,2025-04-08,2025-04,Vargasbury,Manitoba,Canada,510.22,Bank Transfer,Facebook,Returning Customer,Thursday,10:00
Paige Smith,meyeralexandria@example.net,Event,2025-04-11,2025-04,East Scott,Nova Scotia,Canada,1111.15,Credit Card,Instagram,New Customer,Thursday,19:00
Calvin Paul,whernandez@example.net,Portrait,2025-04-07,2025-04,Hallmouth,Quebec,Canada,311.97,Cash,Direct Visit,New Customer,Tuesday,16:30
Steven Rodriguez,ksimmons@example.net,Wedding,2025-04-13,2025-04,Nancyton,Alberta,Canada,2713.83,PayPal,Facebook,Business Client,Saturday,19:00
Ann Dennis,john76@example.com,Event,2025-04-12,2025-04,Blakebury,Indiana,United States,734.3,Credit Card,Referral,New Customer,Saturday,12:00
Morgan Conway,robert45@example.org,Wedding,2025-04-06,2025-04,Lake Danielview,Manitoba,Canada,2366.23,Apple Pay,Instagram,Occasional Buyer,Saturday,14:00
Jon Garza,dalton78@example.net,Event,2025-04-11,2025-04,North Jenniferfort,Nova Scotia,Canada,425.59,PayPal,Facebook,New Customer,Thursday,12:00
Brian Massey,johnstondavid@example.org,Wedding,2025-04-08,2025-04,Obrienfurt,British Columbia,Canada,1501.26,Credit Card,Instagram,New Customer,Saturday,14:00
Michelle Williams,kphelps@example.net,Wedding,2025-04-09,2025-04,Bettychester,Tennessee,United States,1635.25,PayPal,Facebook,New Customer,Saturday,17:00
Allison Bradley,mccoymark@example.com,Portrait,2025-04-09,2025-04,South Lisachester,Saskatchewan,Canada,248.51,PayPal,Google Search,New Customer,Thursday,18:30
Dawn Cardenas,michael34@example.com,Portrait,2025-04-12,2025-04,Phammouth,Manitoba,Canada,383.82,Cash,Direct Visit,New Customer,Wednesday,16:30
Caitlyn Hansen,joy52@example.com,Portrait,2025-04-06,2025-04,West Stephenview,Virginia,United States,335.11,Bank Transfer,Facebook,Returning Customer,Tuesday,13:00
Sara Perez,craig16@example.com,Wedding,2025-04-12,2025-04,West Michaelside,Tennessee,United States,2398.76,PayPal,Google Search,New Customer,Sunday,14:00
Scott Washington,linda52@example.org,Portrait,2025-04-08,2025-04,Fowlerfurt,British Columbia,Canada,234.9,Cash,Email Campaign,Business Client,Thursday,13:00
Susan Graves,katherine82@example.com,Wedding,2025-04-12,2025-04,Allenborough,Massachusetts,United States,2937.77,Credit Card,Facebook,Returning Customer,Saturday,19:00
Brianna Peterson,randy61@example.net,Wedding,2025-04-06,2025-04,East Clarencefurt,Saskatchewan,Canada,2793.7,Cash,Google Search,New Customer,Saturday,14:00
Danny Mckenzie,amycontreras@example.com,Stock Photo License,2025-04-06,2025-04,Christinaland,Saskatchewan,Canada,45.09,Credit Card,Direct Visit,Business Client,Wednesday,15:00
Darius Wong,dustinphillips@example.org,Product,2025-04-13,2025-04,South Jeffreybury,Ontario,Canada,501.24,PayPal,Referral,Returning Customer,Wednesday,14:00
Yvette Lee,melaniecarpenter@example.net,Portrait,2025-04-08,2025-04,Masseychester,Quebec,Canada,318.68,Apple Pay,Direct Visit,Business Client,Monday,16:30
Deborah Wood,lukekelly@example.net,Portrait,2025-04-10,2025-04,Francisstad,Alberta,Canada,162.14,Bank Transfer,Google Search,Business Client,Monday,10:00
Mrs. Kimberly Anderson,gnichols@example.net,Event,2025-04-11,2025-04,West Michelle,Quebec,Canada,527.09,Bank Transfer,Facebook,New Customer,Saturday,12:00
Vanessa Nicholson,stevenandrews@example.org,Portrait,2025-04-06,2025-04,Lake Michael,Saskatchewan,Canada,224.42,Credit Card,Direct Visit,Business Client,Friday,10:00
Amy Forbes,castroangelica@example.org,Wedding,2025-04-07,2025-04,Montgomeryfort,Alberta,Canada,1626.07,Bank Transfer,Facebook,Occasional Buyer,Saturday,14:00
Hector Blevins,ashley09@example.com,Event,2025-04-13,2025-04,Thomasberg,British Columbia,Canada,519.69,Credit Card,Instagram,Returning Customer,Thursday,12:00
Mrs. Jodi Ryan,mark98@example.com,Event,2025-04-07,2025-04,Padillaberg,New Jersey,United States,1031.23,Bank Transfer,Referral,New Customer,Sunday,19:00
Emily Smith,josephmichael@example.org,Wedding,2025-04-07,2025-04,Port Amber,Ohio,United States,2620.15,Apple Pay,Facebook,Occasional Buyer,Friday,19:00
Morgan Wright,maryjohnson@example.com,Event,2025-04-09,2025-04,New Brycechester,Quebec,Canada,785.24,Cash,Facebook,Business Client,Thursday,15:00
Tiffany Hughes,ejames@example.org,Real Estate,2025-04-06,2025-04,West Christopherfurt,Michigan,United States,238.43,Bank Transfer,Google Search,New Customer,Friday,11:00
Michael Koch,qdavis@example.com,Wedding,2025-04-08,2025-04,Isaacport,Ontario,Canada,2121.49,PayPal,Instagram,New Customer,Saturday,19:00
Angela Hayes,warrenandrew@example.net,Portrait,2025-04-10,2025-04,East Michael,Saskatchewan,Canada,165.93,Apple Pay,Facebook,Returning Customer,Friday,18:30
Aaron Galloway,smithpaul@example.org,Portrait,2025-04-11,2025-04,New Brianstad,Nova Scotia,Canada,289.41,Cash,Instagram,New Customer,Wednesday,16:30
Marc White,theresadavis@example.net,Event,2025-04-08,2025-04,Micheleburgh,Ontario,Canada,489.57,Apple Pay,Google Search,Returning Customer,Sunday,15:00
Jeremiah Singleton,williamolsen@example.com,Event,2025-04-09,2025-04,New Neil,Nova Scotia,Canada,610.77,Bank Transfer,Referral,Returning Customer,Saturday,15:00
Rebecca Martinez,savannah15@example.net,Wedding,2025-04-08,2025-04,New Benjaminside,Nova Scotia,Canada,2437.29,Credit Card,Facebook,Returning Customer,Saturday,19:00
Kathleen Munoz,sharon86@example.com,Portrait,2025-04-08,2025-04,New April,Washington,United States,208.68,PayPal,Instagram,Occasional Buyer,Thursday,10:00
Charles Horne,zlopez@example.org,Event,2025-04-08,2025-04,Lake Angelamouth,British Columbia,Canada,460.76,PayPal,Referral,Occasional Buyer,Sunday,19:00
Susan Zimmerman,abbottchristopher@example.net,Wedding,2025-04-07,2025-04,Brianfort,Quebec,Canada,2655.75,Cash,Referral,Business Client,Saturday,17:00
Kim Long,justintaylor@example.org,Wedding,2025-04-08,2025-04,Rhondashire,British Columbia,Canada,2886.83,Credit Card,Direct Visit,Business Client,Sunday,14:00
James Henry,jgarcia@example.com,Real Estate,2025-04-07,2025-04,Sherylchester,Alberta,Canada,428.1,Cash,Instagram,Returning Customer,Thursday,13:30
Melissa Rose,lopezchristopher@example.net,Event,2025-04-07,2025-04,Torresport,Manitoba,Canada,424.71,PayPal,Instagram,Returning Customer,Sunday,12:00
Alfred Rasmussen,ilopez@example.org,Portrait,2025-04-11,2025-04,Lake Lee,Pennsylvania,United States,172.74,Cash,Facebook,Business Client,Monday,18:30
