Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment,Shoot Day,Shoot Time
Walter Barrett,uwillis@example.com,Wedding,2024-07-09,2024-07,1860.22,Canada,Credit Card,Google Search,New Customer,Friday,14:00
Sheila Rodriguez,lisa43@example.net,Product,2025-01-08,2025-01,676.94,Canada,Bank Transfer,Facebook,Returning Customer,Tuesday,14:00
William Velasquez,daviskim@example.com,Stock Photo License,2024-08-31,2024-08,37.23,United States,Apple Pay,Facebook,Business Client,Monday,17:00
Morgan Jackson,jacob23@example.com,Wedding,2024-10-17,2024-10,1579.89,Canada,PayPal,Email Campaign,New Customer,Friday,14:00
Joanne Olsen,jamesbrady@example.org,Portrait,2024-06-13,2024-06,315.88,Canada,Apple Pay,Facebook,New Customer,Monday,13:00
Jennifer Sims,oneillgabriel@example.com,Portrait,2024-07-11,2024-07,230.46,Canada,Cash,Facebook,Returning Customer,Wednesday,18:30
Austin Johnson,timothychambers@example.org,Event,2024-05-09,2024-05,1011.56,United States,PayPal,Referral,Business Client,Thursday,12:00
Tyler Ortega,davisalexa@example.org,Portrait,2024-04-11,2024-04,226.5,Canada,Bank Transfer,Direct Visit,New Customer,Thursday,13:00
Tonya Adams,vkennedy@example.net,Real Estate,2024-08-23,2024-08,247.52,United States,Apple Pay,Google Search,New Customer,Friday,11:00
Steve Key,shelleyortega@example.com,Event,2024-09-12,2024-09,683.49,Canada,Bank Transfer,Referral,New Customer,Sunday,15:00
Shelley Drake,bryantholly@example.net,Portrait,2024-11-17,2024-11,194.89,United States,Bank Transfer,Google Search,New Customer,Tuesday,16:30
Allison Martinez,stephanie35@example.com,Portrait,2025-02-07,2025-02,286.66,United States,Credit Card,Google Search,New Customer,Monday,16:30
Karen Gutierrez,aaronlittle@example.com,Wedding,2024-11-20,2024-11,1800.46,Canada,Bank Transfer,Email Campaign,Business Client,Saturday,17:00
Angel Aguirre,erica39@example.com,Event,2024-04-14,2024-04,547.02,Canada,Credit Card,Facebook,New Customer,Friday,19:00
Angela Patterson,shatfield@example.org,Wedding,2024-09-01,2024-09,2995.26,Canada,Apple Pay,Instagram,Business Client,Sunday,11:00
Cory Thomas,andersonlaura@example.com,Wedding,2025-01-01,2025-01,2585.0,Canada,Cash,Facebook,Business Client,Saturday,14:00
Victoria Owens DVM,olsonamber@example.org,Wedding,2025-02-06,2025-02,1781.77,United States,Cash,Referral,Business Client,Friday,19:00
Mary Davis,bholder@example.org,Wedding,2024-06-24,2024-06,1708.43,United States,Cash,Email Campaign,Business Client,Friday,17:00
James Ramirez,elizabeth12@example.net,Wedding,2025-03-14,2025-03,2128.72,Canada,Bank Transfer,Direct Visit,New Customer,Saturday,19:00
Robert Cook II,schneidernicholas@example.net,Real Estate,2024-11-25,2024-11,561.07,Canada,Cash,Instagram,Occasional Buyer,Tuesday,11:00
Martha Glover,ostokes@example.com,Wedding,2025-01-04,2025-01,2079.65,Canada,Bank Transfer,Google Search,New Customer,Saturday,17:00
Brandon Yang,juliewilson@example.com,Event,2024-05-20,2024-05,459.87,United States,PayPal,Google Search,Occasional Buyer,Sunday,12:00
James Mclaughlin,bryan83@example.com,Portrait,2024-05-24,2024-05,201.47,Canada,Credit Card,Facebook,Returning Customer,Wednesday,10:00
Jacob Shelton,aprilguzman@example.org,Wedding,2025-04-01,2025-04,2789.56,United States,PayPal,Direct Visit,New Customer,Saturday,14:00
Samuel Stewart,mary77@example.org,Event,2024-05-17,2024-05,650.09,United States,Bank Transfer,Referral,Business Client,Friday,12:00
Maurice Solis,georgekyle@example.net,Event,2024-11-14,2024-11,442.9,United States,Apple Pay,Email Campaign,Returning Customer,Saturday,19:00
Michelle Mendoza DVM,ycarter@example.org,Wedding,2024-05-23,2024-05,1511.16,Canada,Apple Pay,Instagram,Returning Customer,Saturday,11:00
Ronald Clark,isabellawilliams@example.org,Product,2025-04-02,2025-04,727.54,United States,Credit Card,Facebook,Returning Customer,Thursday,12:00
Elizabeth Briggs,vickiekelley@example.com,Product,2025-02-15,2025-02,408.07,United States,Cash,Instagram,New Customer,Wednesday,12:00
Gregory Myers,rosejustin@example.net,Event,2024-09-09,2024-09,688.87,United States,Apple Pay,Google Search,New Customer,Sunday,19:00
Kimberly Davis,karen90@example.net,Product,2025-03-11,2025-03,343.82,Canada,Credit Card,Email Campaign,Business Client,Tuesday,12:00
Laura Ramos,jcarter@example.org,Product,2024-07-28,2024-07,745.24,United States,Bank Transfer,Google Search,Business Client,Thursday,14:00
Nancy Smith,gregoryvanessa@example.org,Portrait,2024-06-26,2024-06,344.88,United States,Bank Transfer,Instagram,Returning Customer,Thursday,18:30
Miss Carol Brown,terri20@example.org,Portrait,2024-08-23,2024-08,168.3,Canada,Cash,Instagram,New Customer,Thursday,18:30
Leslie Booker,hsanchez@example.org,Wedding,2025-04-01,2025-04,1672.02,Canada,Cash,Referral,New Customer,Sunday,17:00
Kyle Thompson,yparsons@example.net,Portrait,2024-08-31,2024-08,210.57,Canada,Bank Transfer,Instagram,New Customer,Thursday,13:00
Sharon Santos,cynthia75@example.org,Wedding,2024-12-05,2024-12,1650.77,United States,Credit Card,Email Campaign,Business Client,Saturday,19:00
John Barnett,andrewberry@example.net,Event,2024-05-21,2024-05,438.15,United States,Credit Card,Email Campaign,Returning Customer,Saturday,12:00
Anna Watkins,pwashington@example.net,Portrait,2024-09-30,2024-09,161.94,Canada,Bank Transfer,Referral,New Customer,Friday,10:00
Ariana Brown,richardhaynes@example.com,Wedding,2024-09-13,2024-09,2658.61,Canada,PayPal,Instagram,New Customer,Friday,14:00
Robin Freeman,molinajared@example.net,Portrait,2024-10-28,2024-10,397.32,United States,PayPal,Google Search,Business Client,Wednesday,13:00
Kyle White,hmcbride@example.org,Real Estate,2025-03-02,2025-03,183.94,Canada,Apple Pay,Google Search,Business Client,Tuesday,09:30
Christopher Hart,millerdavid@example.com,Wedding,2024-05-25,2024-05,2440.18,Canada,Credit Card,Instagram,New Customer,Saturday,19:00
Jenny Landry,wrightbrandon@example.net,Portrait,2024-08-19,2024-08,193.41,United States,Cash,Instagram,New Customer,Thursday,16:30
Joseph Taylor,hneal@example.com,Wedding,2025-03-05,2025-03,2722.63,United States,Credit Card,Instagram,New Customer,Saturday,17:00
Melissa Bates,youngjacob@example.com,Real Estate,2024-11-15,2024-11,349.79,United States,Bank Transfer,Google Search,Returning Customer,Monday,13:30
Chad Arnold,joshua96@example.org,Stock Photo License,2025-02-15,2025-02,59.82,United States,Bank Transfer,Email Campaign,New Customer,Tuesday,15:00
Matthew Martin,qmiller@example.net,Wedding,2024-10-26,2024-10,2412.8,United States,Apple Pay,Direct Visit,Business Client,Saturday,19:00
Kimberly Jones,wanda35@example.net,Wedding,2024-09-10,2024-09,1531.82,Canada,PayPal,Email Campaign,New Customer,Friday,11:00
Lisa Barnes,lesliefrench@example.com,Wedding,2024-12-04,2024-12,1619.08,Canada,PayPal,Instagram,New Customer,Saturday,19:00
Angela Martinez,suttonrichard@example.com,Event,2024-04-17,2024-04,514.26,Canada,PayPal,Facebook,New Customer,Sunday,19:00
Gavin Nelson,joshuagarcia@example.org,Real Estate,2024-11-28,2024-11,119.8,Canada,Credit Card,Instagram,Business Client,Thursday,13:30
Timothy Thompson,brianna71@example.net,Wedding,2024-08-24,2024-08,1863.37,United States,Apple Pay,Referral,Returning Customer,Saturday,14:00
Diane Nelson,mosleygeorge@example.com,Wedding,2024-08-13,2024-08,2444.67,United States,PayPal,Google Search,Returning Customer,Saturday,19:00
Megan Kramer,iwoods@example.com,Wedding,2024-06-13,2024-06,1806.33,United States,Apple Pay,Google Search,New Customer,Saturday,14:00
Brittney Martinez,rbradley@example.org,Portrait,2024-04-11,2024-04,191.04,Canada,PayPal,Direct Visit,New Customer,Tuesday,13:00
Jacqueline Waters,lmann@example.com,Wedding,2025-03-10,2025-03,2172.41,Canada,Credit Card,Facebook,New Customer,Saturday,17:00
Kathryn Hill,tmeyer@example.org,Wedding,2025-04-03,2025-04,2162.06,United States,Cash,Google Search,Business Client,Saturday,19:00
Theresa Russell,megan11@example.net,Portrait,2024-07-28,2024-07,170.81,United States,Bank Transfer,Referral,New Customer,Wednesday,13:00
Kenneth Miller,angela70@example.com,Portrait,2024-07-04,2024-07,243.79,United States,Bank Transfer,Instagram,Business Client,Friday,18:30
Breanna Jimenez,sullivanchristina@example.net,Wedding,2024-12-11,2024-12,2874.2,Canada,Cash,Referral,Occasional Buyer,Saturday,17:00
Joseph Reed,lawsontami@example.net,Stock Photo License,2024-04-10,2024-04,43.66,United States,Cash,Google Search,Occasional Buyer,Thursday,15:00
Stephanie Thompson,mary85@example.org,Wedding,2025-03-14,2025-03,2898.19,Canada,Bank Transfer,Direct Visit,Business Client,Saturday,19:00
James Wilson,marierosales@example.org,Event,2024-09-09,2024-09,631.36,Canada,Cash,Email Campaign,New Customer,Thursday,19:00
Mr. Aaron Welch,trobinson@example.net,Portrait,2024-07-23,2024-07,380.37,United States,Bank Transfer,Direct Visit,New Customer,Wednesday,10:00
Taylor Stafford,abrown@example.net,Event,2024-10-13,2024-10,528.86,United States,Credit Card,Email Campaign,Business Client,Friday,12:00
Brian Bailey,richardsmith@example.com,Portrait,2024-09-23,2024-09,326.52,Canada,PayPal,Referral,New Customer,Monday,13:00
Jose Hernandez,gentryadam@example.net,Wedding,2024-10-05,2024-10,2951.53,Canada,Cash,Email Campaign,Business Client,Saturday,19:00
James Diaz,amandaadams@example.com,Wedding,2024-07-08,2024-07,2358.92,Canada,PayPal,Email Campaign,New Customer,Friday,14:00
Charles Burgess,howardmonica@example.org,Wedding,2024-12-04,2024-12,2980.54,United States,Credit Card,Email Campaign,New Customer,Friday,11:00
Casey Fisher,rachel23@example.com,Portrait,2024-05-18,2024-05,222.09,United States,Bank Transfer,Instagram,Business Client,Thursday,13:00
Mrs. Katherine Simpson,markduran@example.com,Wedding,2025-03-25,2025-03,1772.98,United States,PayPal,Instagram,New Customer,Sunday,19:00
Sarah Price,rosariolaura@example.org,Wedding,2024-10-08,2024-10,2638.75,Canada,Apple Pay,Google Search,Business Client,Saturday,19:00
Pamela Young,russell90@example.com,Wedding,2024-06-03,2024-06,1939.69,United States,Bank Transfer,Google Search,Returning Customer,Saturday,17:00
Bradley Patterson,jessicalopez@example.com,Portrait,2024-09-30,2024-09,318.2,United States,Bank Transfer,Google Search,Returning Customer,Monday,10:00
Wendy Wright,tgonzalez@example.org,Real Estate,2025-01-13,2025-01,120.93,United States,Cash,Direct Visit,Returning Customer,Tuesday,13:30
Catherine Riddle,jeromeanderson@example.org,Stock Photo License,2024-12-20,2024-12,38.29,Canada,Apple Pay,Referral,New Customer,Thursday,15:00
Charles Smith,christopherwilliams@example.com,Event,2024-07-17,2024-07,608.77,Canada,Cash,Referral,Returning Customer,Saturday,12:00
Veronica Walker,gmendoza@example.com,Stock Photo License,2024-10-17,2024-10,68.65,Canada,Cash,Email Campaign,Business Client,Monday,11:00
Derrick Ramirez,jennifer35@example.org,Product,2024-11-29,2024-11,215.41,Canada,PayPal,Facebook,New Customer,Monday,14:00
Matthew Morris,thomas91@example.com,Event,2024-06-13,2024-06,1082.87,United States,Credit Card,Email Campaign,Occasional Buyer,Sunday,19:00
Heidi Torres,caldwellfelicia@example.org,Real Estate,2024-06-14,2024-06,108.32,Canada,Cash,Instagram,Returning Customer,Wednesday,09:30
Heather Maxwell,john43@example.net,Portrait,2024-08-07,2024-08,303.15,Canada,Cash,Email Campaign,Business Client,Monday,16:30
Bianca Newton,williamstanya@example.net,Product,2024-08-26,2024-08,640.57,United States,PayPal,Direct Visit,Business Client,Wednesday,14:00
Jeremy Garcia,kevin73@example.net,Real Estate,2025-02-01,2025-02,458.33,Canada,Credit Card,Facebook,Business Client,Monday,09:30
Corey Pierce,patricia85@example.com,Stock Photo License,2024-12-27,2024-12,74.36,Canada,Credit Card,Referral,Returning Customer,Thursday,11:00
Susan Jones,gmills@example.org,Wedding,2024-09-19,2024-09,1817.46,United States,Cash,Email Campaign,New Customer,Friday,11:00
Walter Roberts,bauerheather@example.net,Product,2024-06-08,2024-06,395.9,United States,Bank Transfer,Email Campaign,New Customer,Thursday,12:00
Joseph Palmer Jr.,ychristensen@example.net,Product,2025-01-31,2025-01,273.86,Canada,Credit Card,Email Campaign,New Customer,Tuesday,14:00
Devon White,ashleyvargas@example.org,Wedding,2025-01-18,2025-01,2363.96,Canada,Cash,Email Campaign,Business Client,Sunday,11:00
Joy Zimmerman,kevin34@example.net,Event,2025-02-23,2025-02,888.53,United States,Bank Transfer,Google Search,New Customer,Sunday,12:00
Danny Ferguson,benjamin24@example.org,Wedding,2024-07-15,2024-07,2010.36,United States,Apple Pay,Facebook,New Customer,Saturday,14:00
Maria Wright,amandasmith@example.com,Wedding,2024-07-15,2024-07,2070.29,United States,Apple Pay,Direct Visit,New Customer,Friday,17:00
Erika Potts,jennifer69@example.com,Portrait,2024-11-25,2024-11,255.92,United States,Credit Card,Referral,New Customer,Wednesday,13:00
Robert Holloway,jessicaramirez@example.com,Product,2024-08-04,2024-08,389.56,Canada,Cash,Instagram,Returning Customer,Wednesday,10:00
Veronica Osborne,sharphailey@example.net,Wedding,2025-03-29,2025-03,2498.03,Canada,Bank Transfer,Direct Visit,Occasional Buyer,Friday,11:00
Lindsey Harris,rwalker@example.org,Wedding,2024-07-11,2024-07,2995.27,United States,Cash,Facebook,Business Client,Friday,19:00
Nicole Moore,jessicahamilton@example.org,Portrait,2024-11-06,2024-11,395.29,United States,PayPal,Email Campaign,Business Client,Wednesday,13:00
Christopher Lopez,jacobhenry@example.net,Product,2025-03-04,2025-03,665.62,Canada,Bank Transfer,Email Campaign,Occasional Buyer,Thursday,14:00
Eric Mcclure,mmcdaniel@example.org,Wedding,2024-06-13,2024-06,1532.35,Canada,Bank Transfer,Referral,New Customer,Saturday,19:00
Jesse Brewer,hgarcia@example.org,Portrait,2024-05-30,2024-05,220.76,United States,PayPal,Facebook,Business Client,Tuesday,18:30
Lindsey Gray,rodriguezalexander@example.net,Portrait,2024-12-29,2024-12,351.27,United States,Apple Pay,Instagram,New Customer,Wednesday,18:30
Randy Adams,sparksalbert@example.org,Portrait,2025-03-16,2025-03,374.3,United States,Credit Card,Facebook,Business Client,Tuesday,13:00
Sarah Miller,timothyhart@example.com,Portrait,2024-10-23,2024-10,319.58,Canada,PayPal,Google Search,New Customer,Tuesday,18:30
John Sanchez,courtney10@example.org,Stock Photo License,2025-01-31,2025-01,33.98,Canada,Apple Pay,Referral,Occasional Buyer,Monday,11:00
Jorge Copeland,aaronwalker@example.org,Event,2024-05-15,2024-05,663.59,United States,Cash,Referral,New Customer,Thursday,12:00
Matthew Perez,tmcdaniel@example.org,Portrait,2024-09-11,2024-09,193.12,Canada,Cash,Facebook,Returning Customer,Thursday,10:00
Courtney Huber MD,gilbertdavid@example.org,Portrait,2024-10-05,2024-10,152.9,United States,Cash,Email Campaign,Returning Customer,Monday,10:00
Cassandra Moreno,erinhernandez@example.net,Portrait,2025-03-01,2025-03,155.76,Canada,Credit Card,Direct Visit,New Customer,Friday,18:30
Donna Hutchinson,sabrina54@example.net,Portrait,2024-12-15,2024-12,311.15,United States,Credit Card,Facebook,New Customer,Thursday,16:30
Shannon Spence,lukemyers@example.net,Product,2025-01-25,2025-01,677.13,United States,Cash,Direct Visit,Business Client,Tuesday,12:00
Robin Wilson,rmoyer@example.org,Real Estate,2025-01-24,2025-01,365.04,United States,PayPal,Email Campaign,Business Client,Monday,13:30
Catherine Cruz MD,aolson@example.net,Wedding,2024-05-11,2024-05,2398.65,Canada,Credit Card,Google Search,New Customer,Saturday,19:00
Robert Valdez,patrickdunn@example.net,Wedding,2025-01-23,2025-01,1741.82,United States,Credit Card,Direct Visit,New Customer,Saturday,11:00
Samantha Cruz,xrose@example.net,Stock Photo License,2024-10-20,2024-10,33.58,Canada,Credit Card,Direct Visit,Occasional Buyer,Monday,11:00
Brandon Ward,victoriasmith@example.net,Wedding,2025-01-29,2025-01,2301.15,Canada,Apple Pay,Facebook,Returning Customer,Saturday,19:00
Brian Pruitt,melinda24@example.com,Portrait,2024-09-28,2024-09,321.98,United States,PayPal,Instagram,New Customer,Monday,13:00
Valerie Durham,jasonwalker@example.net,Real Estate,2024-05-30,2024-05,578.71,United States,Apple Pay,Facebook,New Customer,Friday,13:30
Michele Bennett,hortonroger@example.org,Event,2024-05-28,2024-05,679.81,Canada,PayPal,Referral,New Customer,Saturday,15:00
Angela Monroe,anthonydiaz@example.org,Product,2024-12-20,2024-12,605.92,United States,Credit Card,Email Campaign,Business Client,Tuesday,14:00
Ronald Butler,terrytaylor@example.net,Stock Photo License,2024-07-06,2024-07,59.84,Canada,Apple Pay,Email Campaign,Returning Customer,Tuesday,17:00
Jason Rogers,mitchelleric@example.net,Portrait,2024-12-19,2024-12,191.01,Canada,Cash,Google Search,Occasional Buyer,Tuesday,16:30
Kathy Smith,dfrazier@example.net,Wedding,2024-04-19,2024-04,1905.19,United States,Bank Transfer,Email Campaign,New Customer,Saturday,19:00
Kenneth Torres,rodneymoore@example.org,Product,2024-12-24,2024-12,666.84,Canada,Credit Card,Google Search,New Customer,Tuesday,10:00
Beth Lewis,robinsonisaiah@example.net,Stock Photo License,2024-10-15,2024-10,43.93,United States,Apple Pay,Email Campaign,Business Client,Monday,11:00
Angela Schwartz,pedwards@example.com,Portrait,2025-03-31,2025-03,351.7,Canada,Apple Pay,Facebook,Returning Customer,Monday,16:30
Robert Lucas,josephgarcia@example.com,Product,2025-02-04,2025-02,302.45,Canada,Apple Pay,Direct Visit,Returning Customer,Thursday,10:00
Alyssa Campbell,jonescarla@example.com,Real Estate,2024-11-14,2024-11,338.43,United States,Apple Pay,Email Campaign,New Customer,Tuesday,11:00
Timothy Allen,davilaannette@example.net,Wedding,2024-06-15,2024-06,2068.2,Canada,PayPal,Email Campaign,Returning Customer,Friday,11:00
Mr. Brandon Parker,karen68@example.org,Event,2025-04-04,2025-04,464.79,Canada,Bank Transfer,Referral,Returning Customer,Saturday,15:00
Henry Anderson,riverapeggy@example.net,Event,2024-08-01,2024-08,1131.43,United States,Bank Transfer,Referral,Business Client,Friday,15:00
Brittany Matthews,cwoods@example.com,Real Estate,2024-05-14,2024-05,417.34,United States,Credit Card,Instagram,Returning Customer,Monday,13:30
Angela Garrett,nicoleaguirre@example.net,Wedding,2024-06-06,2024-06,1928.78,Canada,Apple Pay,Email Campaign,New Customer,Sunday,11:00
Wendy Mason,seth25@example.com,Portrait,2024-05-29,2024-05,321.28,Canada,Credit Card,Direct Visit,New Customer,Friday,10:00
Jessica Macdonald,nallen@example.net,Real Estate,2024-08-17,2024-08,103.65,Canada,PayPal,Email Campaign,Returning Customer,Thursday,13:30
Mark Jimenez,thomasmonica@example.net,Product,2024-05-05,2024-05,799.5,United States,Apple Pay,Referral,Occasional Buyer,Friday,14:00
Stephanie Porter,sedwards@example.org,Event,2025-02-19,2025-02,1093.74,United States,Bank Transfer,Instagram,Returning Customer,Friday,12:00
Heather Jones,escott@example.com,Stock Photo License,2024-05-02,2024-05,46.14,Canada,Credit Card,Facebook,Occasional Buyer,Thursday,11:00
Thomas Case,swilliams@example.com,Wedding,2025-01-12,2025-01,2308.68,Canada,Bank Transfer,Referral,New Customer,Friday,11:00
Melanie Alexander,nathaniel68@example.com,Wedding,2024-09-04,2024-09,2607.04,Canada,Apple Pay,Google Search,Occasional Buyer,Saturday,14:00
Melanie Oliver,figueroajohn@example.net,Product,2024-07-13,2024-07,709.01,United States,Apple Pay,Referral,New Customer,Monday,12:00
Donna Moore,onash@example.com,Portrait,2024-04-10,2024-04,151.29,Canada,Credit Card,Google Search,New Customer,Tuesday,18:30
Hannah Mcdonald,lrodriguez@example.net,Wedding,2025-02-21,2025-02,2293.64,United States,Cash,Google Search,New Customer,Friday,19:00
Jennifer Hamilton,umurphy@example.com,Event,2024-05-17,2024-05,503.49,Canada,Bank Transfer,Referral,Business Client,Sunday,15:00
Dr. John Ramirez,gardnerstacy@example.org,Portrait,2025-04-07,2025-04,217.37,United States,PayPal,Facebook,Business Client,Thursday,18:30
Andre Burke,zbrown@example.com,Wedding,2024-11-28,2024-11,2825.36,United States,Bank Transfer,Google Search,New Customer,Friday,11:00
Cindy Lewis,cisnerosgabriela@example.com,Portrait,2025-01-21,2025-01,232.8,United States,Cash,Email Campaign,Occasional Buyer,Monday,13:00
Charles Hill,evansjennifer@example.com,Wedding,2024-07-09,2024-07,2233.6,Canada,Cash,Direct Visit,Business Client,Saturday,14:00
Debbie Rivas,jacobsonroy@example.com,Event,2024-10-17,2024-10,1043.08,United States,Credit Card,Instagram,New Customer,Friday,12:00
Jason Alvarez,tammykim@example.net,Portrait,2024-06-07,2024-06,341.85,Canada,Cash,Direct Visit,Business Client,Tuesday,10:00
Kristina English,christiancontreras@example.net,Portrait,2024-11-02,2024-11,222.37,Canada,PayPal,Direct Visit,New Customer,Thursday,10:00
Samantha Navarro,alexis72@example.com,Portrait,2024-05-30,2024-05,212.37,United States,Cash,Instagram,New Customer,Monday,16:30
Wayne Russell,mcneilsherry@example.org,Real Estate,2025-02-18,2025-02,151.53,United States,PayPal,Direct Visit,Returning Customer,Friday,13:30
Laura Johnson,robertpayne@example.org,Wedding,2024-11-26,2024-11,1680.69,United States,PayPal,Referral,New Customer,Saturday,17:00
Daniel Lee,woodmichael@example.com,Wedding,2024-11-13,2024-11,2796.53,United States,PayPal,Facebook,New Customer,Saturday,17:00
Sharon Lyons,wgutierrez@example.com,Wedding,2025-03-02,2025-03,2140.61,Canada,Bank Transfer,Facebook,Occasional Buyer,Saturday,11:00
William Rogers,stephenbrooks@example.net,Event,2025-02-05,2025-02,522.27,United States,Credit Card,Google Search,Returning Customer,Thursday,12:00
Jane Bruce,swalters@example.net,Wedding,2024-11-11,2024-11,1927.98,Canada,PayPal,Facebook,Occasional Buyer,Saturday,11:00
Annette Miller,davisallen@example.com,Portrait,2025-03-17,2025-03,226.09,United States,Bank Transfer,Facebook,Business Client,Monday,10:00
Loretta Gardner,zgordon@example.org,Portrait,2024-05-15,2024-05,344.7,United States,Bank Transfer,Instagram,Returning Customer,Friday,16:30
Christy Frank,ewilson@example.org,Wedding,2024-12-08,2024-12,1659.55,United States,Apple Pay,Email Campaign,Business Client,Saturday,11:00
Julie Odonnell,xsmith@example.org,Wedding,2024-08-14,2024-08,2168.65,Canada,Cash,Instagram,Returning Customer,Saturday,17:00
Matthew Parker,anunez@example.com,Wedding,2024-10-10,2024-10,1691.75,Canada,Bank Transfer,Referral,Returning Customer,Saturday,17:00
Richard Randall,matthew96@example.org,Wedding,2024-04-19,2024-04,2154.19,United States,Apple Pay,Facebook,Returning Customer,Saturday,11:00
Luis Long,solisbecky@example.org,Wedding,2024-10-28,2024-10,1568.17,Canada,Cash,Email Campaign,Returning Customer,Saturday,14:00
Nicholas Powell,zachary63@example.org,Portrait,2025-03-17,2025-03,168.75,Canada,Cash,Direct Visit,New Customer,Thursday,18:30
Bryan Ray,ocameron@example.com,Wedding,2024-12-23,2024-12,1740.0,Canada,Apple Pay,Email Campaign,Business Client,Saturday,11:00
Frank Davis,kimcristina@example.net,Wedding,2025-02-08,2025-02,2778.71,United States,PayPal,Instagram,New Customer,Saturday,17:00
Kimberly Compton,ujohnson@example.org,Wedding,2024-06-03,2024-06,1558.64,United States,Bank Transfer,Google Search,Returning Customer,Saturday,17:00
Paula Lopez,kennethnichols@example.org,Wedding,2025-04-02,2025-04,2735.12,Canada,Apple Pay,Facebook,New Customer,Saturday,11:00
Jamie Green,hillsavannah@example.net,Product,2024-12-29,2024-12,730.39,United States,Cash,Direct Visit,New Customer,Wednesday,14:00
Dr. Ashley Ho,rodriguezjustin@example.org,Stock Photo License,2024-04-16,2024-04,56.3,United States,Bank Transfer,Instagram,New Customer,Monday,15:00
Isaiah Massey MD,apope@example.org,Wedding,2024-05-11,2024-05,2485.98,Canada,Bank Transfer,Email Campaign,Returning Customer,Friday,11:00
Christine Barnes,cynthia72@example.org,Portrait,2024-10-03,2024-10,354.21,Canada,PayPal,Direct Visit,Returning Customer,Tuesday,16:30
Mary Welch,wilsonmatthew@example.com,Product,2024-07-26,2024-07,437.28,Canada,Bank Transfer,Instagram,Occasional Buyer,Thursday,10:00
Kimberly Moore,sara39@example.org,Wedding,2024-10-02,2024-10,1772.27,United States,Apple Pay,Referral,Occasional Buyer,Saturday,14:00
Paige Robinson,danny30@example.com,Wedding,2024-10-21,2024-10,1923.07,Canada,Apple Pay,Instagram,New Customer,Saturday,14:00
Michael Martinez,timothy15@example.net,Wedding,2024-05-28,2024-05,1867.88,United States,Apple Pay,Instagram,Business Client,Sunday,19:00
Patrick Simpson,qnielsen@example.org,Real Estate,2024-10-26,2024-10,401.65,United States,Credit Card,Google Search,Business Client,Thursday,11:00
Michelle Hayden,silvakatie@example.com,Event,2024-06-19,2024-06,339.37,Canada,PayPal,Email Campaign,Returning Customer,Friday,12:00
Nathan Hamilton,vhenderson@example.com,Real Estate,2024-06-07,2024-06,104.7,Canada,Credit Card,Instagram,New Customer,Monday,13:30
Lisa Patterson,nathaniel17@example.org,Real Estate,2025-01-31,2025-01,546.2,Canada,Cash,Instagram,New Customer,Tuesday,11:00
Dawn Ortiz,raymond12@example.com,Portrait,2025-02-27,2025-02,216.86,United States,Credit Card,Google Search,Returning Customer,Friday,10:00
David Lewis,nathan51@example.org,Wedding,2024-09-12,2024-09,2829.69,United States,Credit Card,Instagram,New Customer,Saturday,11:00
Gary Marshall,rachel81@example.com,Wedding,2024-08-02,2024-08,2483.05,United States,Cash,Instagram,Occasional Buyer,Saturday,19:00
Daniel Hoffman,berrydebbie@example.net,Wedding,2024-07-20,2024-07,2934.7,Canada,Credit Card,Facebook,Occasional Buyer,Saturday,11:00
Francisco Gonzalez,rjimenez@example.com,Product,2025-01-09,2025-01,737.35,United States,Cash,Direct Visit,New Customer,Friday,10:00
Kyle Garza,barbaramitchell@example.net,Wedding,2024-05-21,2024-05,2137.87,Canada,Bank Transfer,Google Search,New Customer,Friday,17:00
Abigail Murray,meaganpowell@example.net,Portrait,2025-01-19,2025-01,242.28,United States,PayPal,Email Campaign,New Customer,Wednesday,10:00
Matthew Jones,gallegosrobert@example.com,Wedding,2025-03-10,2025-03,2170.04,United States,Credit Card,Direct Visit,New Customer,Friday,19:00
Jennifer Hawkins,troy06@example.com,Event,2024-07-17,2024-07,430.2,United States,Cash,Facebook,New Customer,Saturday,12:00
Samuel Coffey,cameronsharon@example.org,Portrait,2024-12-18,2024-12,323.36,United States,PayPal,Referral,New Customer,Thursday,16:30
Adam Garcia,michelle63@example.org,Portrait,2024-04-18,2024-04,283.44,Canada,Credit Card,Direct Visit,Business Client,Friday,13:00
Robin Cabrera,villamiranda@example.com,Portrait,2024-05-10,2024-05,344.15,United States,Bank Transfer,Google Search,New Customer,Tuesday,10:00
Anthony Torres,mark96@example.com,Product,2025-02-25,2025-02,417.44,United States,Credit Card,Facebook,New Customer,Thursday,10:00
Lauren Wilson,michelle96@example.net,Real Estate,2024-12-19,2024-12,489.32,Canada,PayPal,Direct Visit,Occasional Buyer,Tuesday,11:00
Joseph Lane,ubray@example.net,Product,2024-09-18,2024-09,345.5,United States,Credit Card,Email Campaign,Business Client,Tuesday,10:00
Ralph Dawson,angelica33@example.net,Portrait,2024-10-01,2024-10,156.59,United States,Credit Card,Email Campaign,Returning Customer,Thursday,16:30
Amy Smith,taylorcruz@example.com,Portrait,2024-05-06,2024-05,298.48,United States,Bank Transfer,Instagram,New Customer,Tuesday,10:00
Kevin Rose,kathleen47@example.net,Wedding,2024-05-16,2024-05,2353.77,United States,Cash,Email Campaign,New Customer,Friday,14:00
