Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment
Melissa Davis,allenmonica@example.com,Real Estate,2024-08-26,2024-08,575.24,United States,Credit Card,Google Search,Business Client
Mary Jones,reginajenkins@example.net,Wedding,2025-02-25,2025-02,2484.59,United States,Credit Card,Email Campaign,New Customer
Pedro Gordon,robert24@example.org,Wedding,2024-05-22,2024-05,2490.72,United States,Cash,Facebook,Business Client
Benjamin Neal,vjames@example.com,Event,2024-10-10,2024-10,900.82,Canada,Bank Transfer,Instagram,Business Client
Adam Wilson,markgoodman@example.com,Wedding,2025-02-15,2025-02,1593.58,Canada,Bank Transfer,Google Search,New Customer
Matthew Reeves,rtaylor@example.org,Real Estate,2024-09-23,2024-09,188.96,United States,Cash,Instagram,Returning Customer
Brian Phillips,qjackson@example.org,Wedding,2024-06-09,2024-06,2238.09,United States,Apple Pay,Referral,New Customer
Hunter Robinson,staffordamanda@example.com,Event,2024-12-11,2024-12,1121.35,Canada,Credit Card,Google Search,New Customer
Robin Davidson,myerskyle@example.org,Event,2024-12-19,2024-12,525.54,Canada,Credit Card,Referral,New Customer
James Harris,nicholasallen@example.org,Event,2024-11-12,2024-11,1139.6,Canada,Bank Transfer,Instagram,Business Client
Adrian Hoover,walkernicole@example.net,Product,2024-04-13,2024-04,544.78,Canada,Cash,Referral,New Customer
Jason Rodriguez,marcus39@example.org,Event,2024-06-08,2024-06,1031.05,United States,Apple Pay,Instagram,New Customer
Jeffrey Hall,kellyglenn@example.com,Stock Photo License,2025-03-15,2025-03,65.9,Canada,Credit Card,Direct Visit,Returning Customer
Daniel Robinson,debra50@example.org,Stock Photo License,2024-12-03,2024-12,41.67,Canada,Cash,Google Search,Returning Customer
Randall Porter,marquezkylie@example.net,Stock Photo License,2025-02-26,2025-02,29.53,Canada,Credit Card,Referral,Business Client
Lindsay Jarvis,xgregory@example.net,Wedding,2024-06-09,2024-06,1804.68,United States,Cash,Email Campaign,New Customer
Philip Watts,bjones@example.net,Event,2024-05-26,2024-05,1106.81,Canada,Cash,Google Search,Business Client
Jorge Harmon,hallchristina@example.org,Portrait,2025-03-07,2025-03,197.37,United States,PayPal,Google Search,Business Client
Nicole Harvey,taylorvictor@example.org,Event,2024-07-30,2024-07,740.31,United States,Apple Pay,Email Campaign,New Customer
Andrew Mclean,vstevenson@example.org,Portrait,2024-06-02,2024-06,358.56,Canada,Credit Card,Google Search,New Customer
Paige Meyer,swong@example.org,Portrait,2024-07-18,2024-07,330.25,Canada,Credit Card,Instagram,Business Client
Grace Harris,knoxelizabeth@example.org,Event,2024-06-30,2024-06,712.53,United States,Apple Pay,Instagram,Occasional Buyer
Courtney Salas,isaiah01@example.com,Wedding,2025-01-26,2025-01,1712.39,United States,Cash,Direct Visit,New Customer
Mark Thomas,davidthompson@example.net,Event,2024-05-03,2024-05,417.48,United States,Credit Card,Facebook,Business Client
Cynthia Miller,ucollins@example.org,Wedding,2025-02-06,2025-02,2416.84,United States,Credit Card,Google Search,New Customer
David Mitchell,mfaulkner@example.com,Real Estate,2024-07-06,2024-07,210.29,United States,Cash,Facebook,Business Client
Dr. Ian Gray,galexander@example.net,Stock Photo License,2025-02-17,2025-02,58.92,Canada,Credit Card,Email Campaign,Returning Customer
Sally Leon,gillronald@example.org,Wedding,2025-01-01,2025-01,2754.64,United States,Credit Card,Direct Visit,New Customer
Linda Hernandez,jonathanford@example.com,Wedding,2025-01-10,2025-01,1910.84,Canada,PayPal,Email Campaign,New Customer
Karen Cook,mgonzalez@example.org,Wedding,2024-07-20,2024-07,1865.47,United States,PayPal,Google Search,Business Client
Molly Henry,vbentley@example.com,Event,2024-04-12,2024-04,638.52,United States,Credit Card,Referral,New Customer
William Jones,riddledavid@example.net,Wedding,2024-08-26,2024-08,2889.21,Canada,Cash,Email Campaign,Business Client
Tina Wise,william75@example.net,Real Estate,2024-06-06,2024-06,446.18,United States,PayPal,Email Campaign,New Customer
Jeff Wright,xjohnson@example.net,Portrait,2024-04-29,2024-04,209.81,United States,Apple Pay,Email Campaign,New Customer
Max Hernandez,jblackburn@example.com,Wedding,2024-12-22,2024-12,2249.83,United States,Bank Transfer,Facebook,New Customer
Mary Martin,wisedawn@example.com,Event,2024-07-07,2024-07,472.71,United States,Apple Pay,Facebook,Business Client
Stephanie Stone,nancymartin@example.com,Stock Photo License,2024-08-31,2024-08,50.38,Canada,PayPal,Facebook,New Customer
Walter Barrett,uwillis@example.com,Wedding,2024-07-09,2024-07,1723.83,Canada,Cash,Instagram,New Customer
Sheila Rodriguez,lisa43@example.net,Product,2025-01-08,2025-01,232.42,Canada,Bank Transfer,Instagram,New Customer
William Velasquez,daviskim@example.com,Portrait,2024-08-31,2024-08,351.29,Canada,Credit Card,Google Search,Business Client
Morgan Jackson,jacob23@example.com,Product,2024-10-17,2024-10,305.53,United States,Cash,Direct Visit,New Customer
Joanne Olsen,jamesbrady@example.org,Product,2024-06-13,2024-06,632.84,Canada,Cash,Instagram,Business Client
Jennifer Sims,oneillgabriel@example.com,Product,2024-07-11,2024-07,338.04,United States,Bank Transfer,Instagram,New Customer
Austin Johnson,timothychambers@example.org,Event,2024-05-09,2024-05,1082.9,Canada,PayPal,Google Search,New Customer
Tyler Ortega,davisalexa@example.org,Portrait,2024-04-11,2024-04,372.62,United States,PayPal,Direct Visit,New Customer
Tonya Adams,vkennedy@example.net,Portrait,2024-08-23,2024-08,184.1,United States,Bank Transfer,Facebook,New Customer
Steve Key,shelleyortega@example.com,Wedding,2024-09-12,2024-09,2538.32,United States,Bank Transfer,Instagram,New Customer
Shelley Drake,bryantholly@example.net,Portrait,2024-11-17,2024-11,254.56,Canada,PayPal,Facebook,Returning Customer
Allison Martinez,stephanie35@example.com,Real Estate,2025-02-07,2025-02,419.0,United States,Apple Pay,Direct Visit,Business Client
Karen Gutierrez,aaronlittle@example.com,Wedding,2024-11-20,2024-11,2785.46,Canada,PayPal,Direct Visit,New Customer
Angel Aguirre,erica39@example.com,Portrait,2024-04-14,2024-04,153.63,Canada,PayPal,Instagram,New Customer
Angela Patterson,shatfield@example.org,Event,2024-09-01,2024-09,1102.64,United States,Apple Pay,Google Search,New Customer
Cory Thomas,andersonlaura@example.com,Wedding,2025-01-01,2025-01,2986.91,United States,Cash,Direct Visit,New Customer
Victoria Owens DVM,olsonamber@example.org,Real Estate,2025-02-06,2025-02,448.33,United States,Cash,Referral,New Customer
Mary Davis,bholder@example.org,Event,2024-06-24,2024-06,311.18,Canada,PayPal,Instagram,New Customer
James Ramirez,elizabeth12@example.net,Wedding,2025-03-14,2025-03,2998.43,United States,Cash,Email Campaign,New Customer
Robert Cook II,schneidernicholas@example.net,Event,2024-11-25,2024-11,1072.13,United States,Cash,Referral,Business Client
Martha Glover,ostokes@example.com,Product,2025-01-04,2025-01,443.22,Canada,Cash,Email Campaign,Returning Customer
Brandon Yang,juliewilson@example.com,Product,2024-05-20,2024-05,242.42,Canada,Apple Pay,Google Search,New Customer
James Mclaughlin,bryan83@example.com,Real Estate,2024-05-24,2024-05,449.03,United States,Credit Card,Direct Visit,Business Client
Jacob Shelton,aprilguzman@example.org,Event,2025-04-01,2025-04,349.33,Canada,Credit Card,Google Search,New Customer
Samuel Stewart,mary77@example.org,Portrait,2024-05-17,2024-05,160.22,Canada,PayPal,Email Campaign,Returning Customer
Maurice Solis,georgekyle@example.net,Wedding,2024-11-14,2024-11,2564.01,United States,PayPal,Facebook,New Customer
Michelle Mendoza DVM,ycarter@example.org,Wedding,2024-05-23,2024-05,2217.74,United States,PayPal,Facebook,New Customer
Ronald Clark,isabellawilliams@example.org,Wedding,2025-04-02,2025-04,2520.34,Canada,Credit Card,Google Search,New Customer
Elizabeth Briggs,vickiekelley@example.com,Portrait,2025-02-15,2025-02,275.36,United States,Cash,Email Campaign,Returning Customer
Gregory Myers,rosejustin@example.net,Real Estate,2024-09-09,2024-09,549.73,Canada,Apple Pay,Facebook,Business Client
Kimberly Davis,karen90@example.net,Product,2025-03-11,2025-03,685.28,United States,PayPal,Referral,New Customer
Laura Ramos,jcarter@example.org,Portrait,2024-07-28,2024-07,194.7,United States,Credit Card,Instagram,New Customer
Nancy Smith,gregoryvanessa@example.org,Event,2024-06-26,2024-06,746.7,United States,Apple Pay,Email Campaign,New Customer
Miss Carol Brown,terri20@example.org,Portrait,2024-08-23,2024-08,320.6,United States,Cash,Facebook,New Customer
Leslie Booker,hsanchez@example.org,Event,2025-04-01,2025-04,319.33,United States,Credit Card,Google Search,Business Client
Kyle Thompson,yparsons@example.net,Wedding,2024-08-31,2024-08,2921.17,Canada,Cash,Direct Visit,New Customer
Sharon Santos,cynthia75@example.org,Event,2024-12-05,2024-12,593.68,Canada,Cash,Facebook,Returning Customer
John Barnett,andrewberry@example.net,Product,2024-05-21,2024-05,383.9,Canada,PayPal,Referral,New Customer
Anna Watkins,pwashington@example.net,Wedding,2024-09-30,2024-09,2768.27,United States,Bank Transfer,Facebook,New Customer
Ariana Brown,richardhaynes@example.com,Wedding,2024-09-13,2024-09,2886.2,Canada,PayPal,Instagram,Business Client
Robin Freeman,molinajared@example.net,Event,2024-10-28,2024-10,899.72,United States,PayPal,Instagram,New Customer
Kyle White,hmcbride@example.org,Stock Photo License,2025-03-02,2025-03,53.73,Canada,Bank Transfer,Facebook,New Customer
Christopher Hart,millerdavid@example.com,Event,2024-05-25,2024-05,331.22,Canada,Bank Transfer,Instagram,New Customer
Jenny Landry,wrightbrandon@example.net,Portrait,2024-08-19,2024-08,190.65,Canada,Credit Card,Google Search,New Customer
Joseph Taylor,hneal@example.com,Portrait,2025-03-05,2025-03,186.35,Canada,Bank Transfer,Instagram,New Customer
Melissa Bates,youngjacob@example.com,Event,2024-11-15,2024-11,1178.04,Canada,Bank Transfer,Referral,Business Client
Chad Arnold,joshua96@example.org,Stock Photo License,2025-02-15,2025-02,62.71,United States,Apple Pay,Email Campaign,Occasional Buyer
Matthew Martin,qmiller@example.net,Portrait,2024-10-26,2024-10,322.29,Canada,Credit Card,Instagram,Returning Customer
Kimberly Jones,wanda35@example.net,Wedding,2024-09-10,2024-09,1537.19,United States,Cash,Facebook,New Customer
Lisa Barnes,lesliefrench@example.com,Wedding,2024-12-04,2024-12,2461.97,United States,Bank Transfer,Instagram,New Customer
Angela Martinez,suttonrichard@example.com,Portrait,2024-04-17,2024-04,261.36,United States,Apple Pay,Referral,New Customer
Gavin Nelson,joshuagarcia@example.org,Portrait,2024-11-28,2024-11,301.27,United States,Bank Transfer,Referral,New Customer
Timothy Thompson,brianna71@example.net,Product,2024-08-24,2024-08,421.78,Canada,Credit Card,Facebook,New Customer
Diane Nelson,mosleygeorge@example.com,Portrait,2024-08-13,2024-08,261.39,United States,PayPal,Email Campaign,Business Client
Megan Kramer,iwoods@example.com,Event,2024-06-13,2024-06,674.05,Canada,Bank Transfer,Instagram,Business Client
Brittney Martinez,rbradley@example.org,Stock Photo License,2024-04-11,2024-04,46.19,Canada,PayPal,Direct Visit,Returning Customer
Jacqueline Waters,lmann@example.com,Wedding,2025-03-10,2025-03,1954.85,Canada,Credit Card,Direct Visit,Business Client
Kathryn Hill,tmeyer@example.org,Wedding,2025-04-03,2025-04,2114.19,Canada,Cash,Instagram,Returning Customer
Theresa Russell,megan11@example.net,Event,2024-07-28,2024-07,979.72,United States,PayPal,Instagram,Business Client
Kenneth Miller,angela70@example.com,Wedding,2024-07-04,2024-07,2235.88,Canada,Apple Pay,Facebook,New Customer
Breanna Jimenez,sullivanchristina@example.net,Event,2024-12-11,2024-12,502.07,United States,PayPal,Facebook,New Customer
Joseph Reed,lawsontami@example.net,Event,2024-04-10,2024-04,872.9,United States,Bank Transfer,Referral,New Customer
Stephanie Thompson,mary85@example.org,Product,2025-03-14,2025-03,586.87,United States,Credit Card,Facebook,New Customer
James Wilson,marierosales@example.org,Stock Photo License,2024-09-09,2024-09,54.94,Canada,Apple Pay,Referral,Returning Customer
Mr. Aaron Welch,trobinson@example.net,Product,2024-07-23,2024-07,576.8,Canada,Credit Card,Facebook,Returning Customer
Taylor Stafford,abrown@example.net,Event,2024-10-13,2024-10,1060.75,United States,Apple Pay,Google Search,New Customer
Brian Bailey,richardsmith@example.com,Portrait,2024-09-23,2024-09,323.32,Canada,PayPal,Google Search,New Customer
Jose Hernandez,gentryadam@example.net,Portrait,2024-10-05,2024-10,378.03,Canada,Credit Card,Facebook,New Customer
James Diaz,amandaadams@example.com,Event,2024-07-08,2024-07,369.14,United States,PayPal,Google Search,Returning Customer
Charles Burgess,howardmonica@example.org,Wedding,2024-12-04,2024-12,1983.91,Canada,Bank Transfer,Facebook,Returning Customer
Casey Fisher,rachel23@example.com,Event,2024-05-18,2024-05,386.25,Canada,PayPal,Google Search,New Customer
Mrs. Katherine Simpson,markduran@example.com,Wedding,2025-03-25,2025-03,2668.21,Canada,Bank Transfer,Instagram,New Customer
Sarah Price,rosariolaura@example.org,Wedding,2024-10-08,2024-10,1831.67,United States,Apple Pay,Direct Visit,Returning Customer
Pamela Young,russell90@example.com,Stock Photo License,2024-06-03,2024-06,67.3,United States,Cash,Referral,Occasional Buyer
Bradley Patterson,jessicalopez@example.com,Wedding,2024-09-30,2024-09,1696.85,United States,Cash,Facebook,New Customer
Wendy Wright,tgonzalez@example.org,Portrait,2025-01-13,2025-01,354.26,Canada,PayPal,Email Campaign,New Customer
Catherine Riddle,jeromeanderson@example.org,Event,2024-12-20,2024-12,406.74,United States,PayPal,Email Campaign,New Customer
Charles Smith,christopherwilliams@example.com,Wedding,2024-07-17,2024-07,1695.33,United States,Cash,Email Campaign,Business Client
Veronica Walker,gmendoza@example.com,Wedding,2024-10-17,2024-10,1528.21,Canada,Cash,Google Search,New Customer
Derrick Ramirez,jennifer35@example.org,Wedding,2024-11-29,2024-11,2489.68,United States,Cash,Google Search,Occasional Buyer
Matthew Morris,thomas91@example.com,Wedding,2024-06-13,2024-06,1952.47,United States,Credit Card,Google Search,Occasional Buyer
Heidi Torres,caldwellfelicia@example.org,Wedding,2024-06-14,2024-06,2851.76,United States,Bank Transfer,Google Search,New Customer
Heather Maxwell,john43@example.net,Real Estate,2024-08-07,2024-08,570.92,Canada,Bank Transfer,Instagram,Business Client
Bianca Newton,williamstanya@example.net,Real Estate,2024-08-26,2024-08,406.48,United States,Credit Card,Direct Visit,Business Client
Jeremy Garcia,kevin73@example.net,Portrait,2025-02-01,2025-02,328.95,Canada,PayPal,Direct Visit,New Customer
Corey Pierce,patricia85@example.com,Event,2024-12-27,2024-12,1131.81,Canada,Bank Transfer,Email Campaign,Returning Customer
Susan Jones,gmills@example.org,Portrait,2024-09-19,2024-09,389.44,United States,Bank Transfer,Referral,New Customer
Walter Roberts,bauerheather@example.net,Portrait,2024-06-08,2024-06,251.89,Canada,Credit Card,Referral,New Customer
Joseph Palmer Jr.,ychristensen@example.net,Wedding,2025-01-31,2025-01,2643.41,Canada,Apple Pay,Email Campaign,New Customer
Devon White,ashleyvargas@example.org,Portrait,2025-01-18,2025-01,178.93,Canada,Cash,Direct Visit,Business Client
Joy Zimmerman,kevin34@example.net,Event,2025-02-23,2025-02,1056.98,United States,Apple Pay,Referral,New Customer
Danny Ferguson,benjamin24@example.org,Product,2024-07-15,2024-07,313.27,United States,Cash,Email Campaign,New Customer
Maria Wright,amandasmith@example.com,Wedding,2024-07-15,2024-07,2511.24,United States,Cash,Referral,Returning Customer
Erika Potts,jennifer69@example.com,Event,2024-11-25,2024-11,407.3,Canada,Cash,Email Campaign,Returning Customer
Robert Holloway,jessicaramirez@example.com,Wedding,2024-08-04,2024-08,2887.94,United States,Credit Card,Facebook,Occasional Buyer
Veronica Osborne,sharphailey@example.net,Portrait,2025-03-29,2025-03,298.74,Canada,Credit Card,Instagram,Business Client
Lindsey Harris,rwalker@example.org,Event,2024-07-11,2024-07,550.67,Canada,Cash,Facebook,New Customer
Nicole Moore,jessicahamilton@example.org,Event,2024-11-06,2024-11,664.0,Canada,Apple Pay,Facebook,New Customer
Christopher Lopez,jacobhenry@example.net,Portrait,2025-03-04,2025-03,180.55,Canada,Cash,Instagram,Returning Customer
Eric Mcclure,mmcdaniel@example.org,Wedding,2024-06-13,2024-06,1649.41,United States,Credit Card,Referral,Returning Customer
Jesse Brewer,hgarcia@example.org,Stock Photo License,2024-05-30,2024-05,44.13,Canada,PayPal,Facebook,Returning Customer
Lindsey Gray,rodriguezalexander@example.net,Wedding,2024-12-29,2024-12,1614.78,Canada,Cash,Instagram,New Customer
Randy Adams,sparksalbert@example.org,Portrait,2025-03-16,2025-03,276.2,Canada,Apple Pay,Direct Visit,New Customer
Sarah Miller,timothyhart@example.com,Real Estate,2024-10-23,2024-10,595.36,United States,Cash,Referral,New Customer
John Sanchez,courtney10@example.org,Portrait,2025-01-31,2025-01,264.91,United States,PayPal,Direct Visit,Returning Customer
Jorge Copeland,aaronwalker@example.org,Real Estate,2024-05-15,2024-05,542.35,United States,Cash,Referral,New Customer
Matthew Perez,tmcdaniel@example.org,Event,2024-09-11,2024-09,738.71,United States,Apple Pay,Email Campaign,New Customer
Courtney Huber MD,gilbertdavid@example.org,Event,2024-10-05,2024-10,785.45,Canada,Cash,Direct Visit,Business Client
Cassandra Moreno,erinhernandez@example.net,Portrait,2025-03-01,2025-03,247.85,Canada,Apple Pay,Referral,Returning Customer
Donna Hutchinson,sabrina54@example.net,Portrait,2024-12-15,2024-12,394.45,Canada,Credit Card,Google Search,Returning Customer
Shannon Spence,lukemyers@example.net,Wedding,2025-01-25,2025-01,2049.62,United States,Bank Transfer,Referral,New Customer
Robin Wilson,rmoyer@example.org,Portrait,2025-01-24,2025-01,239.34,Canada,Credit Card,Email Campaign,New Customer
Catherine Cruz MD,aolson@example.net,Wedding,2024-05-11,2024-05,1968.15,United States,Credit Card,Facebook,New Customer
Robert Valdez,patrickdunn@example.net,Wedding,2025-01-23,2025-01,2307.63,United States,Cash,Email Campaign,Business Client
Samantha Cruz,xrose@example.net,Event,2024-10-20,2024-10,1111.27,Canada,Credit Card,Email Campaign,New Customer
Brandon Ward,victoriasmith@example.net,Wedding,2025-01-29,2025-01,1974.77,Canada,Bank Transfer,Direct Visit,New Customer
Brian Pruitt,melinda24@example.com,Portrait,2024-09-28,2024-09,322.72,United States,Bank Transfer,Referral,Returning Customer
Valerie Durham,jasonwalker@example.net,Real Estate,2024-05-30,2024-05,269.77,Canada,Bank Transfer,Referral,New Customer
Michele Bennett,hortonroger@example.org,Event,2024-05-28,2024-05,1176.7,United States,Apple Pay,Instagram,New Customer
Angela Monroe,anthonydiaz@example.org,Wedding,2024-12-20,2024-12,2994.34,Canada,PayPal,Direct Visit,Business Client
Ronald Butler,terrytaylor@example.net,Wedding,2024-07-06,2024-07,2766.28,United States,Apple Pay,Facebook,New Customer
Jason Rogers,mitchelleric@example.net,Event,2024-12-19,2024-12,777.96,Canada,PayPal,Facebook,Business Client
Kathy Smith,dfrazier@example.net,Event,2024-04-19,2024-04,571.66,Canada,Cash,Email Campaign,Returning Customer
Kenneth Torres,rodneymoore@example.org,Wedding,2024-12-24,2024-12,2103.45,Canada,Apple Pay,Instagram,Business Client
Beth Lewis,robinsonisaiah@example.net,Event,2024-10-15,2024-10,764.6,United States,Apple Pay,Referral,New Customer
Angela Schwartz,pedwards@example.com,Stock Photo License,2025-03-31,2025-03,62.11,Canada,Bank Transfer,Email Campaign,Returning Customer
Robert Lucas,josephgarcia@example.com,Event,2025-02-04,2025-02,992.21,Canada,Apple Pay,Email Campaign,Returning Customer
Alyssa Campbell,jonescarla@example.com,Portrait,2024-11-14,2024-11,241.07,United States,PayPal,Instagram,Business Client
Timothy Allen,davilaannette@example.net,Real Estate,2024-06-15,2024-06,522.06,Canada,Bank Transfer,Google Search,Returning Customer
Mr. Brandon Parker,karen68@example.org,Real Estate,2025-04-04,2025-04,233.47,Canada,PayPal,Facebook,Returning Customer
Henry Anderson,riverapeggy@example.net,Wedding,2024-08-01,2024-08,1857.73,United States,PayPal,Google Search,New Customer
Brittany Matthews,cwoods@example.com,Real Estate,2024-05-14,2024-05,332.08,Canada,Cash,Email Campaign,Occasional Buyer
Angela Garrett,nicoleaguirre@example.net,Wedding,2024-06-06,2024-06,1909.07,United States,Bank Transfer,Facebook,Returning Customer
Wendy Mason,seth25@example.com,Wedding,2024-05-29,2024-05,2778.78,Canada,Credit Card,Google Search,Business Client
Jessica Macdonald,nallen@example.net,Wedding,2024-08-17,2024-08,2402.4,United States,Cash,Facebook,Returning Customer
Mark Jimenez,thomasmonica@example.net,Product,2024-05-05,2024-05,438.14,United States,PayPal,Google Search,Returning Customer
Stephanie Porter,sedwards@example.org,Portrait,2025-02-19,2025-02,180.16,Canada,Cash,Google Search,New Customer
Heather Jones,escott@example.com,Wedding,2024-05-02,2024-05,2710.03,Canada,Apple Pay,Email Campaign,New Customer
Thomas Case,swilliams@example.com,Event,2025-01-12,2025-01,512.34,Canada,PayPal,Instagram,New Customer
Melanie Alexander,nathaniel68@example.com,Wedding,2024-09-04,2024-09,1911.82,Canada,Bank Transfer,Direct Visit,New Customer
Melanie Oliver,figueroajohn@example.net,Portrait,2024-07-13,2024-07,324.9,United States,Bank Transfer,Direct Visit,New Customer
Donna Moore,onash@example.com,Event,2024-04-10,2024-04,1166.98,United States,Bank Transfer,Referral,Business Client
Hannah Mcdonald,lrodriguez@example.net,Real Estate,2025-02-21,2025-02,110.54,United States,Credit Card,Email Campaign,Occasional Buyer
Jennifer Hamilton,umurphy@example.com,Event,2024-05-17,2024-05,527.68,Canada,Bank Transfer,Email Campaign,Occasional Buyer
Dr. John Ramirez,gardnerstacy@example.org,Portrait,2025-04-07,2025-04,353.06,United States,Apple Pay,Instagram,Business Client
Andre Burke,zbrown@example.com,Portrait,2024-11-28,2024-11,377.45,Canada,Bank Transfer,Facebook,New Customer
Cindy Lewis,cisnerosgabriela@example.com,Real Estate,2025-01-21,2025-01,217.73,United States,PayPal,Referral,Returning Customer
Charles Hill,evansjennifer@example.com,Product,2024-07-09,2024-07,660.04,Canada,Credit Card,Facebook,Business Client
Debbie Rivas,jacobsonroy@example.com,Real Estate,2024-10-17,2024-10,570.25,Canada,Cash,Facebook,Business Client
Jason Alvarez,tammykim@example.net,Product,2024-06-07,2024-06,692.14,United States,Bank Transfer,Direct Visit,New Customer
Kristina English,christiancontreras@example.net,Portrait,2024-11-02,2024-11,332.31,Canada,Cash,Email Campaign,New Customer
Samantha Navarro,alexis72@example.com,Wedding,2024-05-30,2024-05,2462.39,Canada,PayPal,Google Search,New Customer
Wayne Russell,mcneilsherry@example.org,Event,2025-02-18,2025-02,582.35,United States,Credit Card,Instagram,New Customer
Laura Johnson,robertpayne@example.org,Event,2024-11-26,2024-11,990.85,United States,Apple Pay,Email Campaign,New Customer
Daniel Lee,woodmichael@example.com,Product,2024-11-13,2024-11,470.89,United States,Bank Transfer,Instagram,Returning Customer
Sharon Lyons,wgutierrez@example.com,Real Estate,2025-03-02,2025-03,499.76,United States,Credit Card,Referral,New Customer
William Rogers,stephenbrooks@example.net,Portrait,2025-02-05,2025-02,244.33,United States,Credit Card,Google Search,Occasional Buyer
Jane Bruce,swalters@example.net,Event,2024-11-11,2024-11,863.96,United States,Cash,Instagram,New Customer
Annette Miller,davisallen@example.com,Product,2025-03-17,2025-03,229.87,Canada,Apple Pay,Facebook,New Customer
Loretta Gardner,zgordon@example.org,Stock Photo License,2024-05-15,2024-05,33.51,United States,Credit Card,Email Campaign,Returning Customer
Christy Frank,ewilson@example.org,Real Estate,2024-12-08,2024-12,564.14,Canada,Credit Card,Instagram,Business Client
Julie Odonnell,xsmith@example.org,Wedding,2024-08-14,2024-08,2792.91,Canada,Bank Transfer,Email Campaign,New Customer
Matthew Parker,anunez@example.com,Wedding,2024-10-10,2024-10,2784.51,United States,Bank Transfer,Email Campaign,Returning Customer
Richard Randall,matthew96@example.org,Portrait,2024-04-19,2024-04,252.13,United States,Credit Card,Facebook,Occasional Buyer
Luis Long,solisbecky@example.org,Wedding,2024-10-28,2024-10,2176.47,United States,Bank Transfer,Direct Visit,Returning Customer
Nicholas Powell,zachary63@example.org,Portrait,2025-03-17,2025-03,152.58,United States,Bank Transfer,Email Campaign,New Customer
Bryan Ray,ocameron@example.com,Wedding,2024-12-23,2024-12,2075.24,Canada,Apple Pay,Facebook,New Customer
Frank Davis,kimcristina@example.net,Event,2025-02-08,2025-02,346.9,United States,Cash,Facebook,Occasional Buyer
Kimberly Compton,ujohnson@example.org,Product,2024-06-03,2024-06,780.33,United States,Credit Card,Facebook,Returning Customer
Paula Lopez,kennethnichols@example.org,Portrait,2025-04-02,2025-04,394.38,Canada,PayPal,Direct Visit,New Customer
Jamie Green,hillsavannah@example.net,Wedding,2024-12-29,2024-12,1754.8,Canada,Bank Transfer,Referral,New Customer
Dr. Ashley Ho,rodriguezjustin@example.org,Portrait,2024-04-16,2024-04,282.61,United States,Bank Transfer,Google Search,New Customer
Isaiah Massey MD,apope@example.org,Stock Photo License,2024-05-11,2024-05,49.96,Canada,Bank Transfer,Referral,New Customer
Christine Barnes,cynthia72@example.org,Product,2024-10-03,2024-10,567.76,Canada,Apple Pay,Facebook,New Customer
Mary Welch,wilsonmatthew@example.com,Wedding,2024-07-26,2024-07,2605.3,Canada,PayPal,Direct Visit,Business Client
Kimberly Moore,sara39@example.org,Event,2024-10-02,2024-10,1018.4,United States,PayPal,Instagram,New Customer
Paige Robinson,danny30@example.com,Wedding,2024-10-21,2024-10,2205.37,United States,Cash,Referral,New Customer
Michael Martinez,timothy15@example.net,Product,2024-05-28,2024-05,496.95,Canada,Bank Transfer,Email Campaign,Returning Customer
Patrick Simpson,qnielsen@example.org,Portrait,2024-10-26,2024-10,178.12,United States,Credit Card,Facebook,New Customer
Michelle Hayden,silvakatie@example.com,Product,2024-06-19,2024-06,308.39,United States,Apple Pay,Facebook,Returning Customer
Nathan Hamilton,vhenderson@example.com,Event,2024-06-07,2024-06,491.16,United States,Apple Pay,Direct Visit,New Customer
Lisa Patterson,nathaniel17@example.org,Product,2025-01-31,2025-01,347.69,Canada,Credit Card,Facebook,New Customer
Dawn Ortiz,raymond12@example.com,Event,2025-02-27,2025-02,912.58,Canada,Bank Transfer,Direct Visit,Occasional Buyer
David Lewis,nathan51@example.org,Wedding,2024-09-12,2024-09,1985.31,United States,Credit Card,Referral,Business Client
Gary Marshall,rachel81@example.com,Event,2024-08-02,2024-08,708.65,Canada,Apple Pay,Email Campaign,New Customer
Daniel Hoffman,berrydebbie@example.net,Stock Photo License,2024-07-20,2024-07,57.81,Canada,Bank Transfer,Email Campaign,Occasional Buyer
Francisco Gonzalez,rjimenez@example.com,Product,2025-01-09,2025-01,678.22,United States,PayPal,Google Search,Business Client
Kyle Garza,barbaramitchell@example.net,Wedding,2024-05-21,2024-05,2697.22,United States,Apple Pay,Direct Visit,New Customer
Abigail Murray,meaganpowell@example.net,Portrait,2025-01-19,2025-01,194.5,Canada,Credit Card,Google Search,Business Client
Matthew Jones,gallegosrobert@example.com,Wedding,2025-03-10,2025-03,2669.24,Canada,PayPal,Google Search,New Customer
Jennifer Hawkins,troy06@example.com,Real Estate,2024-07-17,2024-07,467.94,Canada,Apple Pay,Instagram,New Customer
Samuel Coffey,cameronsharon@example.org,Wedding,2024-12-18,2024-12,2051.19,United States,Cash,Referral,Business Client
Adam Garcia,michelle63@example.org,Portrait,2024-04-18,2024-04,290.76,Canada,Credit Card,Referral,Business Client
Robin Cabrera,villamiranda@example.com,Event,2024-05-10,2024-05,690.7,Canada,Credit Card,Google Search,Returning Customer
Anthony Torres,mark96@example.com,Stock Photo License,2025-02-25,2025-02,58.82,United States,Cash,Direct Visit,Returning Customer
