Customer Name,Email,Photo Type,Purchase Date,Month,City,Region,Country,Price USD,Payment Method,Referral Source,Customer Segment
Jose Hernandez,gentryadam@example.net,Wedding,2024-10-05,2024-10,San Francisco,California,United States,2930.88,PayPal,Referral,New Customer
James Diaz,amandaadams@example.com,Portrait,2024-07-08,2024-07,Fredericton,New Brunswick,Canada,294.6,PayPal,Referral,Business Client
Charles Burgess,howardmonica@example.org,Real Estate,2024-12-04,2024-12,Vancouver,British Columbia,Canada,584.08,PayPal,Email Campaign,Occasional Buyer
Casey Fisher,rachel23@example.com,Stock Photo License,2024-05-18,2024-05,Seattle,Washington,United States,76.58,Credit Card,Instagram,New Customer
Mrs. Katherine Simpson,markduran@example.com,Wedding,2025-03-25,2025-03,Vancouver,British Columbia,Canada,2248.5,Credit Card,Direct Visit,Business Client
Sarah Price,rosariolaura@example.org,Real Estate,2024-10-08,2024-10,Idaho Falls,Idaho,United States,133.93,PayPal,Instagram,Business Client
Pamela Young,russell90@example.com,Wedding,2024-06-03,2024-06,Cambridge,Massachusetts,United States,2844.6,Credit Card,Facebook,Occasional Buyer
Bradley Patterson,jessicalopez@example.com,Event,2024-09-30,2024-09,Victoria,British Columbia,Canada,409.87,PayPal,Google Search,New Customer
Wendy Wright,tgonzalez@example.org,Real Estate,2025-01-13,2025-01,Toronto,Ontario,Canada,363.4,PayPal,Instagram,Returning Customer
Catherine Riddle,jeromeanderson@example.org,Event,2024-12-20,2024-12,Idaho Falls,Idaho,United States,774.94,Cash,Email Campaign,Business Client
Charles Smith,christopherwilliams@example.com,Real Estate,2024-07-17,2024-07,Ottawa,Ontario,Canada,375.72,Credit Card,Referral,New Customer
Veronica Walker,gmendoza@example.com,Wedding,2024-10-17,2024-10,Chicago,Illinois,United States,2167.71,Credit Card,Facebook,Business Client
Derrick Ramirez,jennifer35@example.org,Product,2024-11-29,2024-11,Spokane,Washington,United States,444.28,Cash,Direct Visit,New Customer
Matthew Morris,thomas91@example.com,Portrait,2024-06-13,2024-06,Boston,Massachusetts,United States,390.76,Cash,Instagram,Business Client
Heidi Torres,caldwellfelicia@example.org,Real Estate,2024-06-14,2024-06,Quebec City,Quebec,Canada,516.22,Bank Transfer,Facebook,Occasional Buyer
Heather Maxwell,john43@example.net,Wedding,2024-08-07,2024-08,Quebec City,Quebec,Canada,1723.86,Apple Pay,Email Campaign,New Customer
Bianca Newton,williamstanya@example.net,Portrait,2024-08-26,2024-08,Dallas,Texas,United States,370.59,Credit Card,Facebook,New Customer
Jeremy Garcia,kevin73@example.net,Wedding,2025-02-01,2025-02,Idaho Falls,Idaho,United States,1539.23,Bank Transfer,Email Campaign,Returning Customer
Corey Pierce,patricia85@example.com,Wedding,2024-12-27,2024-12,Houston,Texas,United States,1828.2,Apple Pay,Direct Visit,Business Client
Susan Jones,gmills@example.org,Portrait,2024-09-19,2024-09,Vancouver,British Columbia,Canada,415.64,Credit Card,Referral,Returning Customer
Walter Roberts,bauerheather@example.net,Event,2024-06-08,2024-06,Austin,Texas,United States,560.52,Bank Transfer,Direct Visit,New Customer
Joseph Palmer Jr.,ychristensen@example.net,Product,2025-01-31,2025-01,Quebec City,Quebec,Canada,489.79,Bank Transfer,Email Campaign,New Customer
Devon White,ashleyvargas@example.org,Portrait,2025-01-18,2025-01,Spokane,Washington,United States,269.02,Cash,Direct Visit,Returning Customer
Joy Zimmerman,kevin34@example.net,Portrait,2025-02-23,2025-02,New York City,New York,United States,425.64,Bank Transfer,Facebook,New Customer
Danny Ferguson,benjamin24@example.org,Product,2024-07-15,2024-07,Spokane,Washington,United States,827.82,Cash,Referral,New Customer
Maria Wright,amandasmith@example.com,Event,2024-07-15,2024-07,Boston,Massachusetts,United States,495.78,Apple Pay,Email Campaign,Business Client
Erika Potts,jennifer69@example.com,Portrait,2024-11-25,2024-11,Austin,Texas,United States,232.38,Bank Transfer,Instagram,New Customer
Robert Holloway,jessicaramirez@example.com,Portrait,2024-08-04,2024-08,Springfield,Illinois,United States,298.32,Apple Pay,Referral,Occasional Buyer
Veronica Osborne,sharphailey@example.net,Wedding,2025-03-29,2025-03,Springfield,Illinois,United States,1507.42,Credit Card,Email Campaign,Returning Customer
Lindsey Harris,rwalker@example.org,Product,2024-07-11,2024-07,San Francisco,California,United States,362.52,Apple Pay,Referral,Business Client
Nicole Moore,jessicahamilton@example.org,Real Estate,2024-11-06,2024-11,Idaho Falls,Idaho,United States,202.14,Credit Card,Referral,Business Client
Christopher Lopez,jacobhenry@example.net,Wedding,2025-03-04,2025-03,Cambridge,Massachusetts,United States,1867.36,PayPal,Google Search,New Customer
Eric Mcclure,mmcdaniel@example.org,Event,2024-06-13,2024-06,Albany,New York,United States,1439.81,PayPal,Instagram,Business Client
Jesse Brewer,hgarcia@example.org,Real Estate,2024-05-30,2024-05,Toronto,Ontario,Canada,424.99,Credit Card,Referral,New Customer
Lindsey Gray,rodriguezalexander@example.net,Portrait,2024-12-29,2024-12,Kansas City,Missouri,United States,195.46,PayPal,Email Campaign,New Customer
Randy Adams,sparksalbert@example.org,Portrait,2025-03-16,2025-03,Boston,Massachusetts,United States,262.94,Cash,Direct Visit,New Customer
Sarah Miller,timothyhart@example.com,Portrait,2024-10-23,2024-10,Seattle,Washington,United States,461.23,Apple Pay,Direct Visit,New Customer
John Sanchez,courtney10@example.org,Wedding,2025-01-31,2025-01,Albany,New York,United States,2428.38,Cash,Referral,Occasional Buyer
Jorge Copeland,aaronwalker@example.org,Stock Photo License,2024-05-15,2024-05,Tampa,Florida,United States,65.39,Apple Pay,Email Campaign,Business Client
Matthew Perez,tmcdaniel@example.org,Event,2024-09-11,2024-09,Idaho Falls,Idaho,United States,307.24,Apple Pay,Instagram,New Customer
Courtney Huber MD,gilbertdavid@example.org,Wedding,2024-10-05,2024-10,San Diego,California,United States,2906.51,Apple Pay,Google Search,Business Client
Cassandra Moreno,erinhernandez@example.net,Wedding,2025-03-01,2025-03,Montreal,Quebec,Canada,2136.85,Apple Pay,Facebook,Returning Customer
Donna Hutchinson,sabrina54@example.net,Wedding,2024-12-15,2024-12,Austin,Texas,United States,2702.56,Apple Pay,Facebook,New Customer
Shannon Spence,lukemyers@example.net,Portrait,2025-01-25,2025-01,St. Louis,Missouri,United States,252.84,PayPal,Referral,New Customer
Robin Wilson,rmoyer@example.org,Wedding,2025-01-24,2025-01,Little Rock,Arkansas,United States,2394.1,PayPal,Email Campaign,Occasional Buyer
Catherine Cruz MD,aolson@example.net,Event,2024-05-11,2024-05,Montreal,Quebec,Canada,352.32,Apple Pay,Facebook,Business Client
Robert Valdez,patrickdunn@example.net,Wedding,2025-01-23,2025-01,Houston,Texas,United States,2932.66,Cash,Instagram,New Customer
Samantha Cruz,xrose@example.net,Event,2024-10-20,2024-10,St. Louis,Missouri,United States,739.94,Bank Transfer,Email Campaign,Business Client
Brandon Ward,victoriasmith@example.net,Portrait,2025-01-29,2025-01,Springfield,Illinois,United States,195.72,Credit Card,Google Search,New Customer
Brian Pruitt,melinda24@example.com,Real Estate,2024-09-28,2024-09,Tampa,Florida,United States,400.81,Bank Transfer,Google Search,Returning Customer
Valerie Durham,jasonwalker@example.net,Wedding,2024-05-30,2024-05,Dallas,Texas,United States,1860.87,Apple Pay,Google Search,Occasional Buyer
Michele Bennett,hortonroger@example.org,Portrait,2024-05-28,2024-05,San Diego,California,United States,274.01,Apple Pay,Direct Visit,Business Client
Angela Monroe,anthonydiaz@example.org,Wedding,2024-12-20,2024-12,Chicago,Illinois,United States,2826.22,Apple Pay,Facebook,New Customer
Ronald Butler,terrytaylor@example.net,Wedding,2024-07-06,2024-07,Ottawa,Ontario,Canada,1826.06,Apple Pay,Instagram,Business Client
Jason Rogers,mitchelleric@example.net,Wedding,2024-12-19,2024-12,Austin,Texas,United States,2376.39,Apple Pay,Direct Visit,Business Client
Kathy Smith,dfrazier@example.net,Wedding,2024-04-19,2024-04,Springfield,Illinois,United States,2891.81,PayPal,Google Search,New Customer
Kenneth Torres,rodneymoore@example.org,Wedding,2024-12-24,2024-12,Spokane,Washington,United States,2803.07,PayPal,Email Campaign,New Customer
Beth Lewis,robinsonisaiah@example.net,Portrait,2024-10-15,2024-10,Dallas,Texas,United States,310.77,Cash,Referral,New Customer
Angela Schwartz,pedwards@example.com,Portrait,2025-03-31,2025-03,Boston,Massachusetts,United States,313.14,Cash,Instagram,New Customer
Robert Lucas,josephgarcia@example.com,Portrait,2025-02-04,2025-02,Buffalo,New York,United States,209.2,Cash,Referral,New Customer
Alyssa Campbell,jonescarla@example.com,Wedding,2024-11-14,2024-11,Tampa,Florida,United States,2657.85,PayPal,Direct Visit,New Customer
Timothy Allen,davilaannette@example.net,Stock Photo License,2024-06-15,2024-06,Los Angeles,California,United States,50.75,Credit Card,Instagram,Business Client
Mr. Brandon Parker,karen68@example.org,Event,2025-04-04,2025-04,Vancouver,British Columbia,Canada,831.6,Cash,Direct Visit,Business Client
Henry Anderson,riverapeggy@example.net,Portrait,2024-08-01,2024-08,Little Rock,Arkansas,United States,316.97,Cash,Referral,New Customer
Brittany Matthews,cwoods@example.com,Real Estate,2024-05-14,2024-05,Little Rock,Arkansas,United States,341.28,Apple Pay,Google Search,New Customer
Angela Garrett,nicoleaguirre@example.net,Wedding,2024-06-06,2024-06,Winnipeg,Manitoba,Canada,1838.05,Apple Pay,Instagram,Returning Customer
Wendy Mason,seth25@example.com,Event,2024-05-29,2024-05,Edmonton,Alberta,Canada,378.78,Bank Transfer,Instagram,New Customer
Jessica Macdonald,nallen@example.net,Stock Photo License,2024-08-17,2024-08,Boston,Massachusetts,United States,32.02,Cash,Email Campaign,Business Client
Mark Jimenez,thomasmonica@example.net,Wedding,2024-05-05,2024-05,New York City,New York,United States,2296.99,Bank Transfer,Instagram,New Customer
Stephanie Porter,sedwards@example.org,Wedding,2025-02-19,2025-02,Quebec City,Quebec,Canada,1815.4,PayPal,Email Campaign,Business Client
Heather Jones,escott@example.com,Wedding,2024-05-02,2024-05,Montreal,Quebec,Canada,1734.47,Credit Card,Email Campaign,New Customer
Thomas Case,swilliams@example.com,Portrait,2025-01-12,2025-01,Dallas,Texas,United States,275.06,Bank Transfer,Instagram,New Customer
Melanie Alexander,nathaniel68@example.com,Product,2024-09-04,2024-09,Idaho Falls,Idaho,United States,333.0,Cash,Google Search,New Customer
Melanie Oliver,figueroajohn@example.net,Wedding,2024-07-13,2024-07,Victoria,British Columbia,Canada,1825.68,Apple Pay,Google Search,Business Client
Donna Moore,onash@example.com,Stock Photo License,2024-04-10,2024-04,Tampa,Florida,United States,42.11,Cash,Email Campaign,Occasional Buyer
Hannah Mcdonald,lrodriguez@example.net,Portrait,2025-02-21,2025-02,Edmonton,Alberta,Canada,287.88,Credit Card,Referral,New Customer
Jennifer Hamilton,umurphy@example.com,Wedding,2024-05-17,2024-05,Seattle,Washington,United States,2293.6,Cash,Email Campaign,New Customer
Dr. John Ramirez,gardnerstacy@example.org,Portrait,2025-04-07,2025-04,Springfield,Illinois,United States,347.24,Cash,Direct Visit,New Customer
Andre Burke,zbrown@example.com,Wedding,2024-11-28,2024-11,Ottawa,Ontario,Canada,2539.48,PayPal,Facebook,New Customer
Cindy Lewis,cisnerosgabriela@example.com,Stock Photo License,2025-01-21,2025-01,Orlando,Florida,United States,62.81,Apple Pay,Facebook,New Customer
Charles Hill,evansjennifer@example.com,Event,2024-07-09,2024-07,Spokane,Washington,United States,777.53,Apple Pay,Facebook,Occasional Buyer
Debbie Rivas,jacobsonroy@example.com,Wedding,2024-10-17,2024-10,Boston,Massachusetts,United States,3471.49,PayPal,Email Campaign,New Customer
Jason Alvarez,tammykim@example.net,Event,2024-06-07,2024-06,Houston,Texas,United States,655.65,Bank Transfer,Direct Visit,New Customer
Kristina English,christiancontreras@example.net,Wedding,2024-11-02,2024-11,San Diego,California,United States,3547.37,PayPal,Facebook,New Customer
Samantha Navarro,alexis72@example.com,Product,2024-05-30,2024-05,Kansas City,Missouri,United States,493.29,PayPal,Referral,Returning Customer
Wayne Russell,mcneilsherry@example.org,Wedding,2025-02-18,2025-02,Cambridge,Massachusetts,United States,1926.16,PayPal,Referral,New Customer
Laura Johnson,robertpayne@example.org,Wedding,2024-11-26,2024-11,Little Rock,Arkansas,United States,1373.79,Cash,Instagram,New Customer
Daniel Lee,woodmichael@example.com,Event,2024-11-13,2024-11,New York City,New York,United States,576.34,PayPal,Facebook,Business Client
Sharon Lyons,wgutierrez@example.com,Wedding,2025-03-02,2025-03,Little Rock,Arkansas,United States,2088.4,Credit Card,Google Search,Business Client
William Rogers,stephenbrooks@example.net,Product,2025-02-05,2025-02,Springfield,Illinois,United States,534.2,Credit Card,Referral,Business Client
Jane Bruce,swalters@example.net,Wedding,2024-11-11,2024-11,Little Rock,Arkansas,United States,1344.4,Apple Pay,Referral,Returning Customer
Annette Miller,davisallen@example.com,Portrait,2025-03-17,2025-03,Springfield,Illinois,United States,321.76,Credit Card,Google Search,Occasional Buyer
Loretta Gardner,zgordon@example.org,Portrait,2024-05-15,2024-05,Dallas,Texas,United States,257.74,Cash,Referral,Returning Customer
Christy Frank,ewilson@example.org,Product,2024-12-08,2024-12,Orlando,Florida,United States,691.75,Apple Pay,Email Campaign,New Customer
Julie Odonnell,xsmith@example.org,Product,2024-08-14,2024-08,Boise,Idaho,United States,549.13,Credit Card,Direct Visit,New Customer
Matthew Parker,anunez@example.com,Wedding,2024-10-10,2024-10,Kansas City,Missouri,United States,1882.83,PayPal,Referral,New Customer
Richard Randall,matthew96@example.org,Real Estate,2024-04-19,2024-04,Vancouver,British Columbia,Canada,586.84,Bank Transfer,Referral,Business Client
Luis Long,solisbecky@example.org,Product,2024-10-28,2024-10,Tampa,Florida,United States,630.7,Cash,Direct Visit,Business Client
Nicholas Powell,zachary63@example.org,Stock Photo License,2025-03-17,2025-03,Dallas,Texas,United States,61.38,Bank Transfer,Referral,New Customer
Bryan Ray,ocameron@example.com,Wedding,2024-12-23,2024-12,Winnipeg,Manitoba,Canada,1595.54,Cash,Referral,New Customer
Frank Davis,kimcristina@example.net,Event,2025-02-08,2025-02,Buffalo,New York,United States,1163.14,Credit Card,Direct Visit,New Customer
Kimberly Compton,ujohnson@example.org,Wedding,2024-06-03,2024-06,Idaho Falls,Idaho,United States,2312.54,Cash,Email Campaign,Business Client
Paula Lopez,kennethnichols@example.org,Wedding,2025-04-02,2025-04,Seattle,Washington,United States,2251.04,Bank Transfer,Google Search,Business Client
Jamie Green,hillsavannah@example.net,Wedding,2024-12-29,2024-12,Little Rock,Arkansas,United States,2495.27,Apple Pay,Email Campaign,New Customer
Dr. Ashley Ho,rodriguezjustin@example.org,Wedding,2024-04-16,2024-04,Victoria,British Columbia,Canada,3330.17,Apple Pay,Instagram,Returning Customer
Isaiah Massey MD,apope@example.org,Wedding,2024-05-11,2024-05,Albany,New York,United States,1849.79,Cash,Direct Visit,Business Client
Christine Barnes,cynthia72@example.org,Real Estate,2024-10-03,2024-10,Boston,Massachusetts,United States,507.24,PayPal,Referral,Occasional Buyer
Mary Welch,wilsonmatthew@example.com,Stock Photo License,2024-07-26,2024-07,Tampa,Florida,United States,52.55,Credit Card,Google Search,Business Client
Kimberly Moore,sara39@example.org,Wedding,2024-10-02,2024-10,Vancouver,British Columbia,Canada,2187.11,Apple Pay,Facebook,New Customer
Paige Robinson,danny30@example.com,Event,2024-10-21,2024-10,Houston,Texas,United States,627.43,PayPal,Google Search,Occasional Buyer
Michael Martinez,timothy15@example.net,Event,2024-05-28,2024-05,Boston,Massachusetts,United States,674.38,Credit Card,Direct Visit,Returning Customer
Patrick Simpson,qnielsen@example.org,Wedding,2024-10-26,2024-10,Seattle,Washington,United States,2019.95,Apple Pay,Referral,New Customer
Michelle Hayden,silvakatie@example.com,Event,2024-06-19,2024-06,New York City,New York,United States,1012.75,PayPal,Google Search,Returning Customer
Nathan Hamilton,vhenderson@example.com,Product,2024-06-07,2024-06,Kansas City,Missouri,United States,525.72,Credit Card,Google Search,Returning Customer
Lisa Patterson,nathaniel17@example.org,Stock Photo License,2025-01-31,2025-01,Little Rock,Arkansas,United States,37.24,Bank Transfer,Instagram,Business Client
Dawn Ortiz,raymond12@example.com,Portrait,2025-02-27,2025-02,Springfield,Illinois,United States,214.29,PayPal,Direct Visit,Occasional Buyer
David Lewis,nathan51@example.org,Portrait,2024-09-12,2024-09,St. Louis,Missouri,United States,280.25,Bank Transfer,Referral,Returning Customer
Gary Marshall,rachel81@example.com,Event,2024-08-02,2024-08,San Diego,California,United States,848.38,PayPal,Referral,New Customer
Daniel Hoffman,berrydebbie@example.net,Wedding,2024-07-20,2024-07,Ottawa,Ontario,Canada,2921.84,Apple Pay,Google Search,Business Client
Francisco Gonzalez,rjimenez@example.com,Event,2025-01-09,2025-01,Orlando,Florida,United States,811.11,Credit Card,Instagram,Business Client
Kyle Garza,barbaramitchell@example.net,Wedding,2024-05-21,2024-05,Boston,Massachusetts,United States,3350.02,PayPal,Instagram,New Customer
Abigail Murray,meaganpowell@example.net,Event,2025-01-19,2025-01,Miami,Florida,United States,978.72,PayPal,Email Campaign,New Customer
Matthew Jones,gallegosrobert@example.com,Product,2025-03-10,2025-03,Austin,Texas,United States,730.43,Credit Card,Instagram,New Customer
Jennifer Hawkins,troy06@example.com,Event,2024-07-17,2024-07,Little Rock,Arkansas,United States,381.7,PayPal,Instagram,Business Client
Samuel Coffey,cameronsharon@example.org,Event,2024-12-18,2024-12,Los Angeles,California,United States,450.12,Cash,Direct Visit,New Customer
Adam Garcia,michelle63@example.org,Event,2024-04-18,2024-04,Quebec City,Quebec,Canada,1157.78,Credit Card,Instagram,New Customer
Robin Cabrera,villamiranda@example.com,Product,2024-05-10,2024-05,Idaho Falls,Idaho,United States,554.55,Cash,Referral,New Customer
Anthony Torres,mark96@example.com,Event,2025-02-25,2025-02,Houston,Texas,United States,568.98,Cash,Email Campaign,Business Client
Lauren Wilson,michelle96@example.net,Wedding,2024-12-19,2024-12,Vancouver,British Columbia,Canada,3012.67,Bank Transfer,Instagram,New Customer
Joseph Lane,ubray@example.net,Event,2024-09-18,2024-09,New York City,New York,United States,389.66,Bank Transfer,Facebook,New Customer
Ralph Dawson,angelica33@example.net,Portrait,2024-10-01,2024-10,St. Louis,Missouri,United States,215.24,Cash,Referral,New Customer
Amy Smith,taylorcruz@example.com,Portrait,2024-05-06,2024-05,Halifax,Nova Scotia,Canada,257.12,Credit Card,Email Campaign,New Customer
Kevin Rose,kathleen47@example.net,Event,2024-05-16,2024-05,Miami,Florida,United States,653.43,Bank Transfer,Google Search,New Customer
Suzanne Robinson,paul79@example.net,Event,2024-06-03,2024-06,Kansas City,Missouri,United States,260.95,Cash,Instagram,New Customer
Barry Henderson,stephanie91@example.org,Wedding,2024-06-21,2024-06,Little Rock,Arkansas,United States,2199.49,Apple Pay,Instagram,Returning Customer
Brian Smith,blopez@example.com,Wedding,2024-09-23,2024-09,Boise,Idaho,United States,1735.28,Credit Card,Instagram,New Customer
Derek Mcintosh,gomezjason@example.com,Product,2024-12-06,2024-12,San Francisco,California,United States,851.88,Apple Pay,Google Search,New Customer
Amy Nelson,williamspatrick@example.com,Wedding,2024-10-08,2024-10,San Francisco,California,United States,2345.12,Cash,Facebook,New Customer
Christopher Hill,gstone@example.net,Real Estate,2024-06-17,2024-06,Springfield,Illinois,United States,459.51,Cash,Google Search,Returning Customer
Brian Wilson,johnstonjohn@example.net,Event,2024-04-26,2024-04,Kansas City,Missouri,United States,952.95,Apple Pay,Referral,Occasional Buyer
Manuel Baldwin,olong@example.net,Product,2024-05-14,2024-05,New York City,New York,United States,805.51,Bank Transfer,Google Search,New Customer
Kathleen Jackson,michaelroberts@example.net,Event,2025-02-03,2025-02,San Francisco,California,United States,946.46,Credit Card,Instagram,Returning Customer
Cody Velez,sstevenson@example.org,Wedding,2024-07-22,2024-07,Albany,New York,United States,2023.74,Bank Transfer,Facebook,Returning Customer
Carol Cook,athomas@example.net,Portrait,2024-06-09,2024-06,Cambridge,Massachusetts,United States,450.64,Apple Pay,Facebook,New Customer
Christopher Baker,jacksonkathleen@example.org,Portrait,2024-09-28,2024-09,Los Angeles,California,United States,350.47,Credit Card,Referral,New Customer
Lauren Freeman,thomaswilliams@example.org,Real Estate,2024-11-11,2024-11,Spokane,Washington,United States,144.07,PayPal,Email Campaign,New Customer
Sara Fox MD,kimberlygarcia@example.net,Portrait,2024-11-01,2024-11,St. Louis,Missouri,United States,234.77,PayPal,Referral,New Customer
Gregory Gardner DDS,michael05@example.com,Wedding,2024-08-08,2024-08,Tampa,Florida,United States,2425.9,Bank Transfer,Email Campaign,Returning Customer
Patricia Vincent,rrodriguez@example.net,Portrait,2024-12-23,2024-12,Idaho Falls,Idaho,United States,245.57,PayPal,Facebook,Business Client
William Chase,michaeljohnson@example.net,Event,2024-12-30,2024-12,Seattle,Washington,United States,1306.52,PayPal,Instagram,Returning Customer
Heather Garner,samanthagray@example.org,Wedding,2025-01-04,2025-01,Seattle,Washington,United States,3422.05,Credit Card,Direct Visit,New Customer
Meghan Nolan,harcher@example.org,Event,2025-03-27,2025-03,Boston,Massachusetts,United States,1223.9,Bank Transfer,Referral,New Customer
Stacy Myers,rlandry@example.com,Portrait,2024-07-14,2024-07,Austin,Texas,United States,296.38,PayPal,Facebook,Business Client
Mia Flowers,hamiltonspencer@example.com,Event,2024-06-16,2024-06,St. Louis,Missouri,United States,716.15,Apple Pay,Email Campaign,Returning Customer
Kathryn Jennings,hbecker@example.com,Real Estate,2024-07-22,2024-07,Boston,Massachusetts,United States,213.31,PayPal,Facebook,Occasional Buyer
Elizabeth Roberts,alexis03@example.com,Product,2024-11-22,2024-11,Fredericton,New Brunswick,Canada,626.42,Cash,Email Campaign,New Customer
John Smith,donna00@example.com,Wedding,2025-02-04,2025-02,Quebec City,Quebec,Canada,1905.25,Credit Card,Google Search,New Customer
Rachel Shaw,stephaniereeves@example.org,Portrait,2024-05-28,2024-05,Ottawa,Ontario,Canada,238.87,Bank Transfer,Instagram,Occasional Buyer
Kevin Miller,antoniofitzpatrick@example.org,Real Estate,2025-04-07,2025-04,Boston,Massachusetts,United States,436.91,Cash,Instagram,Business Client
Jenny Rasmussen,orozcosamantha@example.net,Wedding,2025-01-30,2025-01,Seattle,Washington,United States,2279.42,Bank Transfer,Email Campaign,New Customer
Meghan Morris,feliciagonzalez@example.org,Wedding,2024-07-30,2024-07,Winnipeg,Manitoba,Canada,2385.86,PayPal,Google Search,New Customer
Eric Evans,ygardner@example.com,Wedding,2024-09-07,2024-09,Springfield,Illinois,United States,2351.44,Cash,Email Campaign,New Customer
Melissa Gordon,taylor67@example.com,Wedding,2024-05-13,2024-05,Ottawa,Ontario,Canada,2925.83,Bank Transfer,Referral,New Customer
Thomas Johnson,idavis@example.net,Wedding,2025-03-25,2025-03,St. Louis,Missouri,United States,1416.84,Cash,Facebook,Business Client
Lauren Watson,brian62@example.com,Event,2025-03-05,2025-03,Dallas,Texas,United States,559.45,Apple Pay,Direct Visit,Business Client
Phillip Holmes,millerjoseph@example.net,Portrait,2024-12-09,2024-12,Victoria,British Columbia,Canada,241.28,PayPal,Email Campaign,Occasional Buyer
Samantha Cunningham,michelle19@example.net,Real Estate,2024-05-17,2024-05,Spokane,Washington,United States,461.95,Credit Card,Facebook,New Customer
Meredith Black,rtaylor@example.net,Real Estate,2024-10-11,2024-10,Spokane,Washington,United States,276.66,Credit Card,Direct Visit,New Customer
Eric Hays,shaffercindy@example.org,Product,2025-02-13,2025-02,Little Rock,Arkansas,United States,627.82,Credit Card,Facebook,Occasional Buyer
Larry Martinez,wrightdale@example.org,Wedding,2024-05-19,2024-05,Halifax,Nova Scotia,Canada,2218.7,Credit Card,Google Search,Business Client
Anthony Martinez,lwebb@example.org,Stock Photo License,2025-02-06,2025-02,Springfield,Illinois,United States,70.2,PayPal,Email Campaign,New Customer
Samantha Maldonado,reynoldsdaisy@example.org,Portrait,2025-02-10,2025-02,Boston,Massachusetts,United States,403.43,Credit Card,Facebook,Returning Customer
Cynthia Hunt,thomasroberts@example.net,Wedding,2024-05-29,2024-05,Cambridge,Massachusetts,United States,1847.68,Apple Pay,Email Campaign,New Customer
Holly Hill,gwolfe@example.com,Product,2024-05-14,2024-05,Chicago,Illinois,United States,288.22,Credit Card,Direct Visit,Occasional Buyer
Alfred Bryant,tsmith@example.org,Portrait,2024-09-07,2024-09,San Francisco,California,United States,307.43,Bank Transfer,Referral,New Customer
Lisa Williams,sydney77@example.com,Product,2024-11-30,2024-11,New York City,New York,United States,469.26,PayPal,Email Campaign,Occasional Buyer
Jonathan Callahan,michaelmccarthy@example.com,Product,2024-04-11,2024-04,Los Angeles,California,United States,788.3,PayPal,Referral,New Customer
Christian Rios,stephen24@example.net,Real Estate,2024-10-12,2024-10,Halifax,Nova Scotia,Canada,493.95,Apple Pay,Instagram,Returning Customer
Thomas Brewer,mestes@example.net,Event,2024-07-27,2024-07,Houston,Texas,United States,1099.71,Bank Transfer,Email Campaign,Business Client
Katie Hopkins,david59@example.net,Wedding,2024-06-13,2024-06,Dallas,Texas,United States,2193.14,Cash,Referral,Returning Customer
Jennifer Williams,jesseortega@example.com,Portrait,2024-08-13,2024-08,Fredericton,New Brunswick,Canada,183.02,Credit Card,Google Search,Returning Customer
Peter Zavala,danielgilmore@example.net,Wedding,2025-03-15,2025-03,Springfield,Illinois,United States,2088.38,Cash,Instagram,Business Client
Jennifer Brown,danny17@example.com,Wedding,2025-02-28,2025-02,Idaho Falls,Idaho,United States,2524.19,Apple Pay,Facebook,New Customer
Tammy Morris,ogray@example.net,Portrait,2024-11-15,2024-11,Kansas City,Missouri,United States,196.28,Cash,Email Campaign,New Customer
John Shelton,jamesmartin@example.net,Event,2024-10-28,2024-10,Montreal,Quebec,Canada,325.84,Bank Transfer,Referral,New Customer
Kevin Soto,harrislisa@example.org,Portrait,2025-01-28,2025-01,Little Rock,Arkansas,United States,219.84,Cash,Facebook,Business Client
Joshua Jones,faithrosario@example.net,Event,2024-08-17,2024-08,St. Louis,Missouri,United States,813.27,Apple Pay,Google Search,New Customer
Ronnie Hudson MD,michael82@example.org,Event,2024-11-29,2024-11,Fredericton,New Brunswick,Canada,1001.06,Bank Transfer,Referral,Business Client
Shelly Carroll,kimberlyevans@example.org,Real Estate,2024-09-15,2024-09,Halifax,Nova Scotia,Canada,353.89,Apple Pay,Email Campaign,Occasional Buyer
Joshua Johnson,sandra46@example.net,Portrait,2024-10-07,2024-10,San Diego,California,United States,287.17,Cash,Referral,New Customer
Brooke Roberts,melissafrederick@example.net,Wedding,2024-08-16,2024-08,New York City,New York,United States,1959.48,Bank Transfer,Instagram,New Customer
Kimberly Snow,qgiles@example.net,Real Estate,2024-07-31,2024-07,Cambridge,Massachusetts,United States,291.43,Credit Card,Direct Visit,New Customer
Dean Cook,tayloramy@example.net,Portrait,2024-04-18,2024-04,Fredericton,New Brunswick,Canada,189.85,Apple Pay,Facebook,Occasional Buyer
Susan Brown,kjones@example.net,Portrait,2024-08-06,2024-08,Orlando,Florida,United States,210.1,PayPal,Facebook,Returning Customer
Amanda Zavala,ngeorge@example.org,Wedding,2024-12-21,2024-12,Spokane,Washington,United States,2605.07,Cash,Email Campaign,Occasional Buyer
Carl Cummings,johnsonwilliam@example.net,Product,2025-02-26,2025-02,Edmonton,Alberta,Canada,491.5,Bank Transfer,Direct Visit,Business Client
Richard Walter,andrewbrown@example.org,Portrait,2024-08-14,2024-08,Calgary,Alberta,Canada,192.62,Bank Transfer,Email Campaign,Returning Customer
Melanie Rojas,xwilliams@example.com,Wedding,2024-10-20,2024-10,Seattle,Washington,United States,2685.19,Bank Transfer,Instagram,Business Client
