Customer Name,Email,Photo Type,Purchase Date,Month,Price USD,Country,Payment Method,Referral Source,Customer Segment
Gerald Mcdonald Jr.,hthomas@example.com,Event,2025-04-13,2025-04,571.66,Canada,Apple Pay,Facebook,New Customer
Carl Savage,julie64@example.com,Portrait,2025-04-11,2025-04,306.24,United States,Credit Card,Email Campaign,Business Client
Pam Baker,ryan25@example.net,Product,2025-04-09,2025-04,546.11,Canada,Bank Transfer,Email Campaign,Returning Customer
Pamela Hernandez DVM,jbrown@example.org,Event,2025-04-11,2025-04,992.21,United States,Apple Pay,Instagram,New Customer
Andrew Green,fgraham@example.org,Wedding,2025-04-12,2025-04,1725.71,Canada,Cash,Referral,New Customer
William Hoffman,uvasquez@example.org,Real Estate,2025-04-09,2025-04,132.21,Canada,Bank Transfer,Facebook,Returning Customer
Brandon Oneill,marybrady@example.com,Wedding,2025-04-11,2025-04,2401.85,United States,PayPal,Instagram,New Customer
Mary Lewis,foxashley@example.com,Real Estate,2025-04-11,2025-04,255.27,Canada,Cash,Email Campaign,Occasional Buyer
Danielle Jimenez,clayanthony@example.net,Wedding,2025-04-07,2025-04,1909.07,Canada,Apple Pay,Instagram,Returning Customer
Mrs. Jacqueline Hickman,hooderic@example.org,Wedding,2025-04-12,2025-04,2583.71,United States,Credit Card,Facebook,Returning Customer
Michael Castillo,brooke05@example.org,Product,2025-04-11,2025-04,740.34,Canada,Credit Card,Referral,Occasional Buyer
Tiffany Nguyen,jasonwilliams@example.net,Event,2025-04-08,2025-04,426.5,United States,Apple Pay,Email Campaign,Business Client
Robert Manning,qdavis@example.org,Product,2025-04-09,2025-04,758.93,United States,PayPal,Direct Visit,New Customer
Randy Ross,phelpsfrank@example.com,Real Estate,2025-04-12,2025-04,264.64,Canada,PayPal,Referral,New Customer
Paul Valdez,evanslaurie@example.net,Wedding,2025-04-09,2025-04,1821.16,Canada,Bank Transfer,Direct Visit,New Customer
Emily Cohen,michaeldavis@example.com,Portrait,2025-04-08,2025-04,324.9,Canada,Cash,Email Campaign,New Customer
Katherine Mcclure,madams@example.com,Wedding,2025-04-08,2025-04,2676.41,Canada,Bank Transfer,Facebook,New Customer
Jay Richardson,ryansimmons@example.org,Stock Photo License,2025-04-13,2025-04,55.29,United States,PayPal,Facebook,Returning Customer
Valerie Rhodes,sarahrose@example.net,Portrait,2025-04-10,2025-04,389.62,United States,Apple Pay,Instagram,Business Client
Donna Kim,ievans@example.net,Portrait,2025-04-10,2025-04,377.45,Canada,Bank Transfer,Google Search,Occasional Buyer
Sarah Mills,ashley81@example.org,Real Estate,2025-04-13,2025-04,248.71,United States,Cash,Email Campaign,New Customer
Kayla Gutierrez,kguerrero@example.com,Real Estate,2025-04-12,2025-04,422.21,Canada,Credit Card,Referral,New Customer
Kevin Mack,wilsondorothy@example.org,Portrait,2025-04-12,2025-04,360.29,United States,PayPal,Email Campaign,New Customer
Sarah Williams,tmcdowell@example.com,Wedding,2025-04-12,2025-04,2131.31,Canada,Cash,Email Campaign,New Customer
Jordan Santiago,matthew23@example.org,Wedding,2025-04-12,2025-04,2462.39,United States,Credit Card,Referral,New Customer
William Green,hamiltonandrew@example.com,Portrait,2025-04-08,2025-04,293.95,United States,Apple Pay,Email Campaign,Occasional Buyer
Christopher Woods,vmelton@example.net,Real Estate,2025-04-13,2025-04,481.58,Canada,Bank Transfer,Referral,New Customer
Elizabeth Li,hannah64@example.org,Event,2025-04-12,2025-04,534.61,Canada,Bank Transfer,Instagram,New Customer
Adrian Rodriguez,hortonjacob@example.org,Portrait,2025-04-10,2025-04,248.37,United States,Credit Card,Google Search,Occasional Buyer
Matthew Santos,ywilkinson@example.net,Event,2025-04-13,2025-04,863.96,Canada,PayPal,Facebook,Business Client
Eric Ford,hhenderson@example.org,Wedding,2025-04-11,2025-04,2101.55,Canada,PayPal,Google Search,Occasional Buyer
Nancy Wallace,cruiz@example.net,Wedding,2025-04-07,2025-04,2350.86,Canada,Cash,Email Campaign,New Customer
Edward Gallegos,awilliams@example.org,Wedding,2025-04-13,2025-04,1804.72,Canada,Bank Transfer,Email Campaign,New Customer
Michelle Petty,mmclaughlin@example.net,Wedding,2025-04-12,2025-04,2784.51,Canada,PayPal,Referral,New Customer
Donna Freeman,upalmer@example.net,Real Estate,2025-04-13,2025-04,114.39,United States,Apple Pay,Referral,Occasional Buyer
Susan Dillon,jenniferrice@example.com,Portrait,2025-04-11,2025-04,321.07,United States,Cash,Instagram,Business Client
Kristen Adams,hsmall@example.com,Stock Photo License,2025-04-09,2025-04,44.88,Canada,Cash,Email Campaign,Returning Customer
Maria West,ssmith@example.net,Wedding,2025-04-07,2025-04,2335.5,United States,Cash,Facebook,Occasional Buyer
Gregg Hall,brianacohen@example.net,Product,2025-04-12,2025-04,780.33,United States,Credit Card,Facebook,Returning Customer
Michelle Mcdonald,jennifer66@example.net,Portrait,2025-04-12,2025-04,394.38,United States,Apple Pay,Google Search,Returning Customer
Heather Kennedy,christycampbell@example.net,Wedding,2025-04-13,2025-04,2255.62,Canada,PayPal,Google Search,New Customer
John Thompson,catherinegarcia@example.com,Portrait,2025-04-08,2025-04,185.45,United States,PayPal,Referral,Business Client
Katherine Young,kiddmichael@example.com,Real Estate,2025-04-13,2025-04,473.91,Canada,Bank Transfer,Direct Visit,Business Client
Christopher Clayton,romanmatthew@example.org,Product,2025-04-11,2025-04,510.18,United States,Bank Transfer,Email Campaign,Occasional Buyer
Barbara Walker,victoria50@example.net,Real Estate,2025-04-13,2025-04,175.63,Canada,Credit Card,Instagram,New Customer
Chris Vaughn,mccarthysara@example.com,Wedding,2025-04-09,2025-04,1553.79,Canada,Cash,Google Search,Occasional Buyer
Tonya Campos,harringtonchelsea@example.org,Product,2025-04-10,2025-04,224.48,Canada,Cash,Referral,New Customer
Amanda Garcia,pittsrhonda@example.org,Event,2025-04-10,2025-04,433.25,United States,Bank Transfer,Instagram,Business Client
Michelle Gill,goconnor@example.org,Event,2025-04-12,2025-04,1040.31,United States,Apple Pay,Google Search,Returning Customer
Felicia Taylor,scottperry@example.org,Event,2025-04-07,2025-04,674.78,Canada,Credit Card,Facebook,New Customer
Robert Peterson,christopherwatson@example.com,Event,2025-04-10,2025-04,912.58,United States,Bank Transfer,Instagram,New Customer
Maurice Hernandez,icobb@example.com,Portrait,2025-04-11,2025-04,326.93,Canada,Apple Pay,Email Campaign,New Customer
Jason Ellis,sherry72@example.org,Stock Photo License,2025-04-13,2025-04,57.81,Canada,Apple Pay,Instagram,New Customer
Kelly Jones,leroy26@example.org,Wedding,2025-04-10,2025-04,2465.47,United States,Credit Card,Direct Visit,Occasional Buyer
Andrew Nielsen,rachelbrown@example.net,Portrait,2025-04-08,2025-04,249.71,Canada,Credit Card,Google Search,Business Client
Rebecca Liu,robert84@example.net,Wedding,2025-04-10,2025-04,2669.24,United States,Credit Card,Facebook,New Customer
Susan Smith,rachel92@example.net,Portrait,2025-04-10,2025-04,351.59,United States,Bank Transfer,Email Campaign,New Customer
Mathew Clay,zterry@example.net,Portrait,2025-04-11,2025-04,199.97,Canada,Cash,Facebook,Returning Customer
Craig Turner,medinapeter@example.net,Portrait,2025-04-13,2025-04,339.12,United States,Cash,Email Campaign,New Customer
Beth Braun,jason88@example.com,Wedding,2025-04-11,2025-04,2012.62,United States,PayPal,Referral,Returning Customer
Nicole Moore,zamoraamber@example.com,Event,2025-04-11,2025-04,375.57,United States,Cash,Facebook,New Customer
Raymond Barber,dennismckenzie@example.com,Wedding,2025-04-13,2025-04,2854.36,Canada,Bank Transfer,Direct Visit,New Customer
Heather Williams,westashley@example.org,Wedding,2025-04-08,2025-04,1567.64,Canada,Cash,Google Search,New Customer
William Trujillo,michaelmitchell@example.net,Event,2025-04-10,2025-04,1031.54,United States,Apple Pay,Google Search,New Customer
Brenda Gray,danielblack@example.org,Event,2025-04-09,2025-04,461.6,Canada,Credit Card,Google Search,New Customer
Heather Garcia,fpoole@example.org,Event,2025-04-12,2025-04,582.55,Canada,Apple Pay,Facebook,New Customer
Stephen Alvarez,rmiller@example.net,Product,2025-04-09,2025-04,686.0,United States,Apple Pay,Facebook,Business Client
Justin Maxwell,breanna67@example.net,Wedding,2025-04-07,2025-04,2301.56,United States,Credit Card,Instagram,Returning Customer
Katherine Mcpherson,drewmartinez@example.net,Portrait,2025-04-12,2025-04,251.27,Canada,Bank Transfer,Direct Visit,Business Client
Walter Palmer,bensonstanley@example.org,Event,2025-04-13,2025-04,921.6,Canada,Bank Transfer,Google Search,New Customer
Terry Wood,guzmanricky@example.org,Wedding,2025-04-07,2025-04,1667.87,United States,Credit Card,Instagram,New Customer
Dylan Mills,watsonvickie@example.com,Wedding,2025-04-13,2025-04,1862.67,United States,Credit Card,Facebook,Business Client
Alfred Thomas,twilliams@example.com,Wedding,2025-04-08,2025-04,2132.82,United States,Cash,Referral,New Customer
Robert Burns,kelleycarlos@example.org,Product,2025-04-09,2025-04,551.14,Canada,Credit Card,Facebook,New Customer
Kenneth Knight,kimberly79@example.org,Event,2025-04-13,2025-04,941.78,Canada,Apple Pay,Direct Visit,Business Client
Kathy Murray,jcontreras@example.net,Stock Photo License,2025-04-10,2025-04,26.85,Canada,PayPal,Email Campaign,New Customer
Robert Beck,zhughes@example.com,Wedding,2025-04-12,2025-04,2364.61,Canada,Cash,Referral,New Customer
Tina Wu,debbie20@example.net,Event,2025-04-11,2025-04,881.56,Canada,Credit Card,Instagram,New Customer
Patricia Parker,schneiderchristopher@example.net,Wedding,2025-04-09,2025-04,2015.77,United States,Apple Pay,Email Campaign,New Customer
Nina Bernard,karenshaw@example.org,Event,2025-04-12,2025-04,1058.22,United States,Bank Transfer,Email Campaign,Business Client
Timothy White,hilljamie@example.net,Stock Photo License,2025-04-12,2025-04,66.65,Canada,Cash,Instagram,Returning Customer
Lauren Miller,richard07@example.org,Wedding,2025-04-12,2025-04,2623.88,United States,PayPal,Instagram,New Customer
Christopher Johnson,patrick11@example.org,Portrait,2025-04-13,2025-04,348.37,Canada,Bank Transfer,Instagram,New Customer
Dominique White,moorestephanie@example.net,Wedding,2025-04-13,2025-04,1527.2,Canada,PayPal,Instagram,Business Client
Lucas Nguyen,reeveskenneth@example.org,Product,2025-04-07,2025-04,219.18,Canada,Credit Card,Direct Visit,New Customer
Jason Nguyen,hdavid@example.org,Event,2025-04-13,2025-04,737.73,Canada,Credit Card,Direct Visit,New Customer
Paul Willis,gromero@example.com,Wedding,2025-04-11,2025-04,2535.2,United States,Credit Card,Referral,Business Client
Debra Flores,bjones@example.com,Stock Photo License,2025-04-13,2025-04,62.79,United States,Apple Pay,Google Search,Returning Customer
Susan Smith,sanchezangela@example.org,Wedding,2025-04-09,2025-04,1677.09,Canada,PayPal,Email Campaign,New Customer
Jason Miller,kristathomas@example.net,Portrait,2025-04-12,2025-04,276.47,United States,PayPal,Email Campaign,New Customer
Dr. Kimberly Henderson,dwilliams@example.net,Real Estate,2025-04-09,2025-04,161.49,Canada,Credit Card,Instagram,Business Client
William Smith,qnelson@example.net,Portrait,2025-04-08,2025-04,221.69,Canada,Bank Transfer,Email Campaign,Business Client
Gregory Chen,brandon89@example.org,Portrait,2025-04-08,2025-04,316.25,Canada,PayPal,Instagram,Business Client
James Martinez,jessicalutz@example.com,Portrait,2025-04-11,2025-04,252.33,Canada,Credit Card,Referral,New Customer
Jonathan Pham,cynthia74@example.org,Wedding,2025-04-13,2025-04,2709.37,United States,Bank Transfer,Facebook,New Customer
Erica Clark,allen20@example.net,Real Estate,2025-04-10,2025-04,317.04,United States,PayPal,Direct Visit,New Customer
Steven Chambers,speters@example.net,Event,2025-04-12,2025-04,942.03,Canada,Cash,Referral,Business Client
James Miller PhD,ryanpatricia@example.net,Event,2025-04-12,2025-04,1086.19,Canada,Bank Transfer,Google Search,Business Client
Caleb Stanton,wcarey@example.com,Product,2025-04-08,2025-04,566.24,Canada,Cash,Email Campaign,New Customer
Randy Terry,martinezmitchell@example.org,Portrait,2025-04-12,2025-04,347.09,Canada,Cash,Instagram,Business Client
Daniel Smith,erin53@example.org,Wedding,2025-04-10,2025-04,2306.15,United States,Apple Pay,Direct Visit,New Customer
Lori Stokes,jimsnyder@example.com,Wedding,2025-04-11,2025-04,2327.68,United States,Credit Card,Google Search,Business Client
Johnathan Padilla,adrianjoyce@example.net,Portrait,2025-04-13,2025-04,214.67,Canada,Cash,Direct Visit,New Customer
Sergio Carroll,mjackson@example.net,Wedding,2025-04-12,2025-04,2059.47,Canada,Credit Card,Google Search,Business Client
Megan Morrison,cameronanderson@example.org,Product,2025-04-12,2025-04,469.24,United States,Cash,Facebook,Occasional Buyer
Timothy Foley,james08@example.net,Real Estate,2025-04-12,2025-04,594.5,United States,Bank Transfer,Facebook,New Customer
Justin Gibson,pdavidson@example.org,Real Estate,2025-04-12,2025-04,457.43,Canada,Apple Pay,Email Campaign,New Customer
Erica Richard,rhill@example.net,Portrait,2025-04-13,2025-04,295.59,Canada,Cash,Google Search,New Customer
Isaiah Blake,brandonhull@example.net,Portrait,2025-04-08,2025-04,253.01,Canada,PayPal,Referral,New Customer
Aaron Lee,beardlindsey@example.net,Wedding,2025-04-11,2025-04,2515.23,Canada,Bank Transfer,Direct Visit,New Customer
Michael Rosario,jamesmurphy@example.org,Portrait,2025-04-13,2025-04,260.02,Canada,Cash,Instagram,New Customer
Anne Castillo,watkinsconnie@example.com,Wedding,2025-04-08,2025-04,2566.73,United States,PayPal,Referral,New Customer
Danielle Wells,marissa58@example.org,Event,2025-04-10,2025-04,1149.66,United States,Apple Pay,Referral,New Customer
Patricia Harvey,garrettbeth@example.org,Portrait,2025-04-11,2025-04,222.4,United States,Bank Transfer,Facebook,Occasional Buyer
Sydney Bennett,pattonbryan@example.com,Portrait,2025-04-12,2025-04,271.48,United States,Apple Pay,Referral,New Customer
Leslie Reynolds,byrdanita@example.com,Product,2025-04-09,2025-04,733.43,Canada,Credit Card,Google Search,Returning Customer
Jennifer Williamson,mhall@example.net,Wedding,2025-04-11,2025-04,1567.02,Canada,Apple Pay,Referral,Occasional Buyer
Jody Marshall,nhobbs@example.org,Real Estate,2025-04-12,2025-04,337.61,United States,PayPal,Direct Visit,Returning Customer
Timothy Logan,lholmes@example.org,Real Estate,2025-04-08,2025-04,433.61,Canada,Credit Card,Direct Visit,Returning Customer
Adam Reeves,rebeccamartinez@example.net,Portrait,2025-04-10,2025-04,208.21,United States,Cash,Email Campaign,New Customer
Jason Hardy,ilopez@example.org,Wedding,2025-04-07,2025-04,1748.42,Canada,Apple Pay,Email Campaign,New Customer
Eric Graham,larry82@example.org,Event,2025-04-12,2025-04,473.18,United States,Apple Pay,Direct Visit,New Customer
Larry Carter,holmesdiane@example.org,Portrait,2025-04-08,2025-04,374.22,United States,Credit Card,Facebook,Business Client
Jonathon Conley,hendersonjames@example.org,Wedding,2025-04-13,2025-04,2558.43,Canada,Credit Card,Direct Visit,Returning Customer
Christina Jones,elizabethneal@example.com,Portrait,2025-04-13,2025-04,161.25,United States,Bank Transfer,Referral,New Customer
Erin Lane,christina65@example.org,Wedding,2025-04-10,2025-04,2291.85,United States,Credit Card,Google Search,Returning Customer
Shawn Lozano,arobinson@example.net,Wedding,2025-04-12,2025-04,1774.0,United States,Bank Transfer,Referral,Returning Customer
David Hanson,timothytate@example.com,Wedding,2025-04-09,2025-04,2941.69,United States,Bank Transfer,Referral,New Customer
Jamie Ross,coxcharles@example.org,Wedding,2025-04-09,2025-04,2839.52,United States,Credit Card,Instagram,New Customer
Brenda Alexander,bradley03@example.org,Event,2025-04-11,2025-04,512.84,Canada,Credit Card,Facebook,New Customer
Daniel Green,matthewspencer@example.org,Portrait,2025-04-11,2025-04,251.77,Canada,PayPal,Google Search,New Customer
Christopher Green,smitherica@example.com,Stock Photo License,2025-04-09,2025-04,58.75,United States,Bank Transfer,Direct Visit,New Customer
Stacey Morgan,kevinallen@example.com,Wedding,2025-04-09,2025-04,2453.7,United States,Bank Transfer,Direct Visit,Occasional Buyer
Teresa Rowland,ejohns@example.org,Real Estate,2025-04-11,2025-04,368.77,Canada,Credit Card,Google Search,Business Client
Thomas Norton,amandabenson@example.com,Stock Photo License,2025-04-12,2025-04,56.04,United States,Credit Card,Google Search,Occasional Buyer
Vanessa Sanchez,hinesbrenda@example.net,Portrait,2025-04-13,2025-04,299.47,Canada,Bank Transfer,Email Campaign,New Customer
Charles Wright,monique89@example.com,Real Estate,2025-04-08,2025-04,240.66,United States,Bank Transfer,Google Search,New Customer
Brad Ruiz,jacksonpaul@example.net,Wedding,2025-04-12,2025-04,1709.48,Canada,Cash,Instagram,Returning Customer
Jacqueline Stone,marcbrooks@example.net,Stock Photo License,2025-04-12,2025-04,40.92,Canada,Bank Transfer,Email Campaign,New Customer
Dr. John Perkins,clarkpatricia@example.com,Wedding,2025-04-10,2025-04,2974.53,Canada,Apple Pay,Facebook,New Customer
Jennifer Torres,xduncan@example.com,Event,2025-04-07,2025-04,881.8,Canada,Credit Card,Google Search,Returning Customer
Brandy Miller,ostone@example.net,Portrait,2025-04-12,2025-04,373.82,Canada,Apple Pay,Google Search,Business Client
Jose Rogers,amcdonald@example.com,Event,2025-04-07,2025-04,369.77,Canada,Credit Card,Facebook,Occasional Buyer
Emily Reyes,scottbaker@example.org,Portrait,2025-04-10,2025-04,300.33,United States,Credit Card,Referral,New Customer
Bradley Kirby,hartmansara@example.org,Wedding,2025-04-12,2025-04,1514.04,Canada,Bank Transfer,Instagram,New Customer
Isaac Payne,james54@example.com,Event,2025-04-12,2025-04,572.86,United States,Cash,Facebook,New Customer
Patricia Bruce,janicebolton@example.net,Portrait,2025-04-12,2025-04,326.01,United States,PayPal,Email Campaign,New Customer
Susan Smith,juan56@example.com,Product,2025-04-11,2025-04,541.46,United States,Apple Pay,Email Campaign,Returning Customer
Norma Smith,michelleperez@example.net,Event,2025-04-08,2025-04,358.82,United States,PayPal,Facebook,Occasional Buyer
Kara Black,dsharp@example.com,Product,2025-04-12,2025-04,728.6,Canada,PayPal,Email Campaign,New Customer
Emily Lopez,cclark@example.net,Stock Photo License,2025-04-12,2025-04,58.89,Canada,Credit Card,Referral,Returning Customer
Charles Russo,sherry07@example.net,Product,2025-04-13,2025-04,231.12,Canada,Cash,Facebook,New Customer
Gina Barnes,sfarmer@example.net,Portrait,2025-04-11,2025-04,273.89,United States,PayPal,Google Search,New Customer
Kevin Bradley,weekseric@example.com,Portrait,2025-04-07,2025-04,262.22,United States,Bank Transfer,Google Search,Business Client
Rebecca Mcintyre,nbaird@example.com,Real Estate,2025-04-09,2025-04,595.13,Canada,Credit Card,Instagram,New Customer
James Wells,ashley74@example.org,Portrait,2025-04-12,2025-04,165.71,United States,Cash,Referral,Business Client
Michael Thompson,mjohnson@example.org,Event,2025-04-10,2025-04,863.67,Canada,PayPal,Google Search,New Customer
Jasmin Harris,donna17@example.org,Stock Photo License,2025-04-13,2025-04,66.63,United States,Credit Card,Direct Visit,Returning Customer
Adam Murphy,hmyers@example.org,Real Estate,2025-04-12,2025-04,412.67,United States,Credit Card,Google Search,New Customer
Karen Jones,davidharris@example.com,Product,2025-04-12,2025-04,616.02,United States,Cash,Google Search,New Customer
Mary Moore,briana87@example.com,Event,2025-04-12,2025-04,359.21,United States,Bank Transfer,Referral,New Customer
William Griffin,pjacobs@example.net,Event,2025-04-13,2025-04,670.0,United States,Cash,Referral,New Customer
Keith Henry,vjohnston@example.org,Portrait,2025-04-08,2025-04,305.05,United States,Cash,Direct Visit,New Customer
Stanley Bryant,peter26@example.org,Wedding,2025-04-12,2025-04,1654.03,United States,Apple Pay,Instagram,Occasional Buyer
Luke Reynolds,lbartlett@example.net,Wedding,2025-04-10,2025-04,2263.35,Canada,Apple Pay,Referral,New Customer
Jennifer Bautista,nicolemoore@example.net,Wedding,2025-04-08,2025-04,1566.11,Canada,Apple Pay,Email Campaign,Business Client
Mary Jones,reginajenkins@example.net,Portrait,2025-04-12,2025-04,371.31,United States,Cash,Facebook,Returning Customer
Jacob Campos,robert24@example.org,Wedding,2025-04-11,2025-04,2955.41,United States,Credit Card,Instagram,Returning Customer
Julia Jones,vjames@example.com,Real Estate,2025-04-11,2025-04,529.35,United States,PayPal,Email Campaign,Occasional Buyer
Jennifer Smith,fletcherderek@example.net,Real Estate,2025-04-12,2025-04,270.78,Canada,Apple Pay,Email Campaign,New Customer
Kari Jones,jenniferkim@example.com,Event,2025-04-12,2025-04,1166.76,Canada,Bank Transfer,Instagram,New Customer
Sarah Jackson,lawsongregory@example.org,Product,2025-04-11,2025-04,746.33,United States,PayPal,Email Campaign,New Customer
Jeanne Jones,byrderic@example.com,Event,2025-04-12,2025-04,515.12,Canada,Cash,Instagram,New Customer
Miguel Stafford,scottwilliams@example.net,Real Estate,2025-04-07,2025-04,103.36,Canada,Credit Card,Direct Visit,New Customer
Margaret Moran,myerskyle@example.org,Wedding,2025-04-12,2025-04,1791.61,Canada,Credit Card,Google Search,New Customer
Amber Bennett,sarahbrooks@example.org,Wedding,2025-04-09,2025-04,1828.42,United States,Bank Transfer,Direct Visit,New Customer
Alan Johnson,rogersjames@example.net,Wedding,2025-04-09,2025-04,1764.12,United States,Credit Card,Email Campaign,New Customer
Tyler Davis,jenniferwilliams@example.net,Event,2025-04-10,2025-04,1096.51,United States,Bank Transfer,Referral,New Customer
Gabriel Hart,colleenvilla@example.com,Real Estate,2025-04-13,2025-04,430.45,Canada,Credit Card,Google Search,New Customer
Barbara Lewis,marcus06@example.net,Product,2025-04-09,2025-04,676.94,Canada,Bank Transfer,Facebook,Returning Customer
James Ellis,barrettjoshua@example.net,Stock Photo License,2025-04-07,2025-04,37.23,United States,Apple Pay,Facebook,Business Client
Austin Robinson,katrina71@example.net,Portrait,2025-04-12,2025-04,163.31,United States,Apple Pay,Direct Visit,Business Client
Wanda Jefferson,johnathandavis@example.com,Wedding,2025-04-11,2025-04,1622.11,United States,PayPal,Direct Visit,New Customer
Miss Megan Compton,martinreid@example.net,Product,2025-04-10,2025-04,650.68,Canada,PayPal,Facebook,Business Client
Samuel Olson,andres97@example.com,Portrait,2025-04-13,2025-04,270.82,Canada,Bank Transfer,Direct Visit,New Customer
Natalie Gordon,hallchristina@example.org,Product,2025-04-07,2025-04,550.39,United States,PayPal,Referral,Business Client
Oscar Todd,brownnicholas@example.com,Portrait,2025-04-13,2025-04,226.5,United States,Bank Transfer,Facebook,Returning Customer
James May,sandrageorge@example.com,Wedding,2025-04-11,2025-04,1626.04,Canada,PayPal,Direct Visit,New Customer
Erin Ramirez,meyertiffany@example.net,Portrait,2025-04-11,2025-04,234.09,Canada,Cash,Facebook,Business Client
Nicole Perez,matthew38@example.org,Portrait,2025-04-08,2025-04,245.59,United States,Bank Transfer,Email Campaign,New Customer
Mary Wright,cathyjames@example.com,Product,2025-04-11,2025-04,376.71,United States,Bank Transfer,Instagram,New Customer
Mark Brown,mjones@example.org,Wedding,2025-04-09,2025-04,1557.42,United States,Bank Transfer,Facebook,New Customer
Brenda Harris,thompsonana@example.org,Real Estate,2025-04-09,2025-04,441.77,United States,Apple Pay,Facebook,New Customer
Blake Hardy,frank33@example.com,Wedding,2025-04-12,2025-04,2733.46,Canada,Cash,Direct Visit,Business Client
David Mitchell,mfaulkner@example.com,Wedding,2025-04-13,2025-04,2481.14,United States,Cash,Instagram,New Customer
Karen Tapia,raymond27@example.com,Event,2025-04-11,2025-04,726.99,Canada,Cash,Facebook,Business Client
Leon Hamilton,lorileon@example.org,Portrait,2025-04-12,2025-04,196.96,Canada,PayPal,Referral,New Customer
Jessica Miller,brooke28@example.net,Event,2025-04-12,2025-04,637.23,United States,Bank Transfer,Email Campaign,New Customer
James Torres,nicholas97@example.org,Real Estate,2025-04-10,2025-04,517.15,Canada,Cash,Email Campaign,Business Client
Miguel Gonzalez,adamhensley@example.net,Real Estate,2025-04-10,2025-04,445.26,United States,Apple Pay,Google Search,Occasional Buyer
Katherine Frost,xwaller@example.com,Wedding,2025-04-10,2025-04,2928.96,Canada,Cash,Instagram,Occasional Buyer
Martin Chapman MD,riddledavid@example.net,Wedding,2025-04-11,2025-04,2079.65,Canada,Apple Pay,Referral,Returning Customer
Phillip Krueger,william75@example.net,Portrait,2025-04-12,2025-04,192.86,United States,Credit Card,Email Campaign,Returning Customer
James Coleman,johnjohnson@example.com,Wedding,2025-04-13,2025-04,1798.5,Canada,Bank Transfer,Instagram,New Customer
Megan Terry,josegibson@example.net,Event,2025-04-07,2025-04,362.98,United States,PayPal,Facebook,Business Client
David Lane,alexanderwise@example.net,Portrait,2025-04-08,2025-04,189.26,Canada,Cash,Email Campaign,New Customer
Janice Mccarthy,stonejacob@example.com,Stock Photo License,2025-04-08,2025-04,68.28,United States,Bank Transfer,Referral,Business Client
Jeffery Holt,uwillis@example.com,Event,2025-04-12,2025-04,442.9,Canada,Apple Pay,Instagram,Returning Customer
Tammy Booth,fieldskimberly@example.com,Event,2025-04-07,2025-04,547.9,United States,Cash,Google Search,Business Client
Debra Clark,ahale@example.org,Event,2025-04-10,2025-04,522.16,Canada,Cash,Referral,Returning Customer
April Jones,pwarren@example.com,Event,2025-04-13,2025-04,559.12,Canada,Bank Transfer,Email Campaign,Business Client
Carolyn Brooks,jameswhite@example.org,Real Estate,2025-04-13,2025-04,295.55,United States,Cash,Instagram,New Customer
Robert Lopez,bradylisa@example.org,Event,2025-04-10,2025-04,688.87,United States,Apple Pay,Google Search,New Customer
Steven Ortiz,oneillgabriel@example.com,Product,2025-04-13,2025-04,343.82,Canada,Apple Pay,Facebook,Returning Customer
Caleb Brown,richardstimothy@example.net,Wedding,2025-04-13,2025-04,2589.81,Canada,Cash,Direct Visit,New Customer
Alexandra Adams,ortegakristina@example.org,Portrait,2025-04-11,2025-04,338.85,Canada,Cash,Referral,New Customer
Joseph Smith,sarah75@example.net,Wedding,2025-04-07,2025-04,1566.95,Canada,Cash,Facebook,Business Client
Jacob Wu,lisa56@example.com,Product,2025-04-07,2025-04,438.0,United States,PayPal,Facebook,Returning Customer
Vanessa Marks,smithmonica@example.com,Portrait,2025-04-08,2025-04,265.34,United States,Cash,Instagram,New Customer
Stacy Taylor,meltonjoshua@example.net,Wedding,2025-04-13,2025-04,1742.05,United States,PayPal,Facebook,New Customer
Danielle Hayes,qrobertson@example.org,Event,2025-04-12,2025-04,451.61,United States,Bank Transfer,Instagram,New Customer
Mark Mcmahon,allen50@example.net,Wedding,2025-04-13,2025-04,2571.62,United States,Cash,Email Campaign,New Customer
Jeremy Lawson,ystevenson@example.org,Event,2025-04-12,2025-04,770.59,United States,Cash,Email Campaign,New Customer
Todd David,shatfield@example.org,Wedding,2025-04-12,2025-04,1507.0,United States,PayPal,Facebook,Occasional Buyer
Elizabeth Lee,mollywalter@example.net,Wedding,2025-04-07,2025-04,1524.06,United States,Bank Transfer,Instagram,Returning Customer
Bethany Robles,marisa87@example.org,Wedding,2025-04-08,2025-04,2938.12,United States,PayPal,Google Search,New Customer
Tina Olson,johnjackson@example.net,Wedding,2025-04-12,2025-04,1990.71,United States,Apple Pay,Instagram,Occasional Buyer
Ashley Holder,martinsarah@example.com,Portrait,2025-04-09,2025-04,256.97,United States,Bank Transfer,Facebook,New Customer
Connie Scott,qlynn@example.org,Portrait,2025-04-10,2025-04,229.06,Canada,PayPal,Google Search,Returning Customer
Tammy Schultz,sdavis@example.com,Wedding,2025-04-07,2025-04,2435.86,United States,Cash,Facebook,Business Client
Tara Miranda,schneidernicholas@example.net,Portrait,2025-04-12,2025-04,397.62,United States,Bank Transfer,Google Search,Returning Customer
Molly Valdez,ostokes@example.com,Stock Photo License,2025-04-12,2025-04,59.82,United States,Bank Transfer,Instagram,Returning Customer
Brandon Davis,juliewilson@example.com,Product,2025-04-13,2025-04,390.78,Canada,Credit Card,Facebook,New Customer
